,title,salary,company,description,location
1047,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1048,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1049,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1050,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1051,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1052,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1053,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1054,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1055,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1056,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1057,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1058,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1059,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1060,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1061,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1062,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1063,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1064,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1065,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1066,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1067,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1068,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1069,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1070,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1071,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1072,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1073,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1074,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1075,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1076,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1077,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1078,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1079,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1080,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1081,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1082,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1083,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1084,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1085,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1086,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1087,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1088,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1089,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1090,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1091,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1092,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1093,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1094,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1095,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1096,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1097,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1098,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1099,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1100,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1101,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1102,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1103,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1104,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1105,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1106,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1107,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1108,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1109,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1110,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1111,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1112,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1113,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1114,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1115,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1116,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1117,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1118,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1119,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1120,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1121,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1122,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1123,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1124,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1125,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1126,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1127,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1128,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1129,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1130,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1131,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1132,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1133,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1134,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1135,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1136,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1137,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1138,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1139,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1140,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1141,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1142,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1143,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1144,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1145,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1146,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1147,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1148,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1149,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1150,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1151,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1152,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1153,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1154,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1155,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1156,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1157,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1158,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1159,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1160,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1161,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1162,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1163,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1164,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1165,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1166,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1167,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1168,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1169,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1170,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1171,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1172,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1173,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1174,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1175,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1176,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1177,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1178,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,"Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. At ServiceNow, our technology makes the world work…","Denver, CO +4 locations"
1179,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff. Join us on our mission!","Redwood City, CA"
1180,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau. BOSTON, MA | REMOTE - US.","Boston, MA"
1181,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1182,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1183,"Director, Data Science","$166,600 a year",Tableau,Do you love seeing data drive business decisions? 3+ years of experience directly managing data scientists and analytics teams.,"Seattle, WA"
1184,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1185,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1186,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1187,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1188,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1189,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1190,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1191,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1192,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1193,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1194,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1195,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1196,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1197,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1198,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1199,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1200,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1201,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1202,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1203,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1204,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1205,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1206,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1207,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1208,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
