,title,salary,company,description,location
1009,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1010,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1011,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1012,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1013,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1014,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1015,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1016,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1017,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1018,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1019,Lead Digital & Analytics Data Engineer,,Prince Technology Solutions Inc,Ability to work with ODI (Oracle Data Integrator and Talent Data Integration tools) to integrate data flow from various systems. ? Some PTO may be offered.,"Southfield, MI"
1020,Sr. Data Engineer,,MNTN,3+ years of experience related to data analysis and modeling complex raw data. Create and manage ETL/ELT workflows that transform our billions of raw data…,"Austin, TX"
1021,Data Engineer,,Great American Insurance Company,Troubleshoots and resolves complex data load and data retrieval failures. Tests and analyzes data warehouse performance and ensures security of data.,"Cincinnati, OH"
1022,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1023,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1024,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1025,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1026,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1027,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1028,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1029,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1030,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1031,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1032,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1033,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,"Company Overview: ADT has been in the business of helping save lives since 1874. As the #1 smart home security provider in the U.S.,we help protect and…","Boca Raton, FL"
1034,Sr Staff Data Platform Engineer,,Mozilla,Mozilla's Data Engineering team is looking for a Senior Staff Data Platform Engineer to help build the present and future of our Data Platform infrastructure.…,"San Francisco, CA"
1035,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,Job Description Aspira provides connected experiences for the outdoor recreation industry. Our comprehensive suite of reservation and licensing technology…,Texas
1036,Staff Data Engineer,"$140,000 a year",Bamboo Health,"*We are inspired by solving big problems. We are all about progress; we set out to do something and we do it*. – Rob Cohen CEO, Bamboo Health Bamboo Health…",Remote
1037,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"*Job Title: * *Data Engineer - Back End* *Location: **Houston, Texas * *Job Description* The Schlumberger Back End Data Engineer develops the back end of a…","Houston, TX"
1038,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,"JOB TYPE: Direct Hire Position (no agencies/C2C - see notes below) LOCATION: Houston, TX, USA (Time Zone: CST | Full day overlap) SALARY: $160,000 – $170,000…","San Francisco, CA"
1039,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"We have partnered with a leading healthcare platform, who is revolutionizing the lives of thousands of Americans. Their platform is rapidly expanding and…",Remote
1040,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Accenture Federal Services delivers a range of innovative, tech-enabled services for the U.S. Federal Government to address the complex, sensitive challenges…","Reston, VA"
1041,Clinical Research Data Analyst-Engineer,,Boston Medical Center,The Clinical Research Data Analyst/Engineer's principal roles are to: 1) Work with and alongside clinical researchers at all levels within the clinical…,Remote
1042,Hadoop Data Engineer at New York,,CapB InfoteK,The ETL Hadoop Data Engineer will be responsible for analyzing the business requirements design develop and implement highly efficient highly scalable ETL…,"New York, NY"
1043,Data Engineer,,Roehm America LLC,*WHAT WE OFFER* As a leading supplier of methacrylate chemicals worldwide we are active in various markets and supply our products for a wide range of…,"Bay City, TX"
1044,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1045,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1046,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1047,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1048,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1049,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1050,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1051,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1052,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1053,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1054,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1055,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1056,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1057,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1058,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1059,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1060,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1061,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1062,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1063,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1064,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1065,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1066,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1067,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1068,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1069,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1070,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1071,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1072,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1073,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1074,Lead Digital & Analytics Data Engineer,,Prince Technology Solutions Inc,Ability to work with ODI (Oracle Data Integrator and Talent Data Integration tools) to integrate data flow from various systems. ? Some PTO may be offered.,"Southfield, MI"
1075,Sr. Data Engineer,,MNTN,3+ years of experience related to data analysis and modeling complex raw data. Create and manage ETL/ELT workflows that transform our billions of raw data…,"Austin, TX"
1076,Data Engineer,,Great American Insurance Company,Troubleshoots and resolves complex data load and data retrieval failures. Tests and analyzes data warehouse performance and ensures security of data.,"Cincinnati, OH"
1077,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1078,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1079,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1080,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1081,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1082,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1083,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1084,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1085,Lead Digital & Analytics Data Engineer,,Prince Technology Solutions Inc,Ability to work with ODI (Oracle Data Integrator and Talent Data Integration tools) to integrate data flow from various systems. ? Some PTO may be offered.,"Southfield, MI"
1086,Sr. Data Engineer,,MNTN,3+ years of experience related to data analysis and modeling complex raw data. Create and manage ETL/ELT workflows that transform our billions of raw data…,"Austin, TX"
1087,Data Engineer,,Great American Insurance Company,Troubleshoots and resolves complex data load and data retrieval failures. Tests and analyzes data warehouse performance and ensures security of data.,"Cincinnati, OH"
1088,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1089,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1090,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1091,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1092,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1093,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1094,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1095,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1096,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1097,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1098,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1099,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1100,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1101,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1102,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1103,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1104,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1105,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1106,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1107,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1108,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1109,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1110,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1111,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1112,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1113,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1114,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1115,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1116,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1117,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1118,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1119,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1120,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1121,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1122,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1123,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1124,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1125,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1126,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1127,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1128,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1129,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1130,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1131,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1132,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1133,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1134,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1135,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1136,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1137,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,"Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required. SALARY: $160,000 – $170,000/yr.","San Francisco, CA"
1138,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1139,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,Demonstrated experience working large volumes of data. Accenture Federal Services is seeking a data engineer who is excited about using their technical skills…,"Reston, VA"
1140,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs. Perform other duties as needed.",Remote
1141,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1142,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​. WHAT YOU WILL DO​*.,"Bay City, TX"
1143,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1144,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1145,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1146,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1147,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1148,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required.,"San Francisco, CA"
1149,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1150,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,"Demonstrated experience working large volumes of data. Interest in statistical analysis, machine learning, or data science. Bonus points if you have:","Reston, VA"
1151,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs.",Remote
1152,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1153,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX"
1154,Machine Learning Engineer/Data Scientist,"$40,894 - $75,946 a year",ADT Security Services,Experience building data pipelines and data pipeline orchestration. You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Boca Raton, FL"
1155,Sr Staff Data Platform Engineer,,Mozilla,"Mozilla's data platform serves the needs of multiple products, including the Firefox browser, from data collection through to insights, product experiences, and…","San Francisco, CA"
1156,Data Engineer III,"$80,000 - $138,000 a year",Aspira Connect,"Work with architects and other developers to create efficient AWS GLUE pipelines and/or CloverDX graphs, that transform data into our data warehouse ecosystem.",Texas
1157,Staff Data Engineer,"$140,000 a year",Bamboo Health,Partner in ideation and development of data models used for data science and analytics. You will be a subject matter expert and technical mentor within a team…,Remote
1158,Data Engineer (Back End),"$130,000 - $185,000 a year",Schlumberger,"Good experience in database technologies, data warehouses, data lakes, able to write complex and scalable queries. Analyze, process raw data, upload to cloud.","Houston, TX"
1159,"Pilot Company | Senior Data Engineer (Direct Hire- Houston, TX)","$160,000 - $170,000 a year",Braintrust,"Strong knowledge of enterprise data warehouse (EDW) data models with a. Focus on Star Schema data modeling techniques required. SALARY: $160,000 – $170,000/yr.","San Francisco, CA"
1160,Scala Data Engineer,"$145,000 - $170,000 a year",Signify Technology,"As a data engineer, you will lead teams to create new pipelines and introduce your solutions to solve challenging problems. 4 years of Scala experience.",Remote
1161,Data Engineer - Journeyman,"$88,100 - $123,400 a year",Accenture Federal Services,Demonstrated experience working large volumes of data. Accenture Federal Services is seeking a data engineer who is excited about using their technical skills…,"Reston, VA"
1162,Clinical Research Data Analyst-Engineer,,Boston Medical Center,"Help researchers understand the data available, work with them to understand their data requirements, and meet their data needs. Perform other duties as needed.",Remote
1163,Hadoop Data Engineer at New York,,CapB InfoteK,Understanding of Data Models Conceptual Logical and Physical Dimensional Relational Data Model Design Analyze functional specifications and assist in designing…,"New York, NY"
1164,Data Engineer,,Roehm America LLC,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​. WHAT YOU WILL DO​*.,"Bay City, TX"
