,title,company,salary,description,location
323,Data Engineer - USA (Remote),Knoema,,"Develop data management features such as master data, reference data, data quality, data catalog, and data publishing.What you'll be doing:",Remote
324,Data Engineer III,Mind Fast Find,,You will be responsible for building scalable and distributed data pipelines and will contribute to the design of our data platform and infrastructure.,"Seattle, WA"
325,Data Analytics Engineer,DISH,"$87,500 - $125,000 a year","The engineer will focus on building the data pipelines, insights, KPIs and metrics using the DISH Wireless data from BSS, OSS, NSS or external sources to…","Englewood, CO 80112"
326,Enterprise Data Warehouse Data Engineer,Access to future,$45 an hour,"The EDW Data Engineer II builds and maintains a data pipeline infrastructure for optimal extraction, transformation, and loading of data from a wide variety of…",Remote
327,Data Engineer,Waymark,,"Building required infrastructure for optimal extraction, transformation and loading of data from various data sources using AWS/GCP and SQL technologies.","Remote in San Francisco, CA"
328,Data Platform Engineer,VoiceOps,,"Work with Application, Machine Learning, and Site Reliability/DevOps engineers to create systems that support their varied data needs while allowing for…","Remote in San Francisco, CA"
329,Data Engineer,WILLCOR Inc,,"One-year practical work experience with geospatial data and/or imagery data.Develop data set processes for data modeling, mining, production, and proof of…","Suitland, MD"
330,Data Engineer,HTC Global Service.INC,,3+ years’ experience in handling data and data processes.Experience working with data in Informatica.Ability to communicate findings to make data analysis…,"Dearborn, MI"
331,Python Data Engineer,Epion Health,,You will work closely with the data team to build Epion data warehouse infrastructure.Make continuous improvements into the data warehouse architecture to…,"Hybrid remote in North Andover, MA"
332,Data Engineer,Blue Origin,"$124,000 - $208,000 a year","Monitoring, maintaining and improving Blue Origin’s data pipelines and associated infrastructure, facilitating the greatest possible utilization and trust of…","Seattle, WA"
333,Senior Data Engineer,Recorded Future,,Create programmatic and monitored data processing programs to distill valuable insights out of massive data sets.,"Remote in Somerville, MA"
334,"Software Engineer, Data",FATHOM,,Experience building data pipelines from disparate sources.Building performant and expressive interfaces to the data.,"San Francisco, CA"
335,Software Engineer - Data,Obsidian Security,,"You are a strong, analytically inclined engineer who loves solving complex problems using data.Work in tandem with data science and data engineering teams to…","Redwood City, CA 94063"
336,Data Engineer (Remote),"TurningPoint Healthcare Solutions, LLC",,"The position will also influence and execute the design, development, and operations for data pipelines, data marts, operational data stores and data…","Remote in Lake Mary, FL 32746"
337,Data Engineer - U.S.,Evalueserve,,"Understanding of data warehouse, data cloud architecture, building data pipelines, and orchestration.Collaborate and co-ordinate with others, including data…",Remote
338,Data Center Electrical Engineer Professional - Remote,DLB Associates,"From $90,000 a year",Collect data and other information for construction documents.Provide direction to project engineers to facilitate development electrical construction drawings…,Remote
339,Data Engineer,Child Care Aware of America,"$64,000 - $110,000 a year","They will use various methods to transform raw data into useful data systems.Technical expertise with data models, data mining, and segmentation techniques.","Hybrid remote in Arlington, VA 22201"
340,Data Engineer - US,Starschema,,"Data modeling, data access, data storage, ETL techniques, and Big Data Integration & Analytics.Creating and maintaining data-driven monitoring/alerting systems…","Remote in Arlington, VA"
341,Associate Data Engineer,Hive Media Group,,"1+ years of experience with ETL, data processing, and data analytics.Maintain and develop data workflows, internal process improvements, and optimize data…","Carlsbad, CA"
342,AWS Data Engineer,Ampcus,,"Demonstrate efficiency in handling data - tracking *data lineage, ensuring data quality, and improving discoverability* of data.","Englewood, NJ"
343,Data Engineer,T-Rex Group,,"Provide the highest quality data for our users by continuously defining, developing and adhering to a data validation process from ingestion to end user…",Remote
344,Data Platform Engineer,VoiceOps,,"Work with Application, Machine Learning, and Site Reliability/DevOps engineers to create systems that support their varied data needs while allowing for…","Remote in San Francisco, CA"
345,Data Engineer,RPM Living,,Working with stakeholders to support their data infrastructure needs while assisting with data-related technical issues.,"Austin, TX 78731"
346,Machine Learning Engineer or Data Scientist,Cortex Consultants LLC,$75 - $85 an hour,- 5+ years’ experience with building and managing distributed training and learning infrastructures and ML pipelines.,Remote
347,Data Engineer - TRAINING,PCS Global Tech,"$60,000 - $70,000 a year","Technical expertise with data models, data mining, and segmentation techniques.Previous experience as a data engineer or in a similar role (such as internships…","Iowa City, IA"
348,"Machine Learning Engineer, University Graduate (TikTok-Data-...",TikTok,,"Good understanding of data structures and algorithms.Solid knowledge in one of the following areas: machine learning, deep learning, data mining, large-scale…","Mountain View, CA 94041 (Old Mountain View area)"
349,Hardware Engineer/Data Science,"Perimetrics, Inc","$100,000 - $135,000 a year","Experience with Python data analytics (e.g., pandas, scikit-learn, numpy) to process experimental results.Engineers would report to the CTO and help with the…","Redmond, WA 98052 (Sammamish Valley area)"
350,Senior Data Engineer,HelloFresh,"$133,000 - $190,000 a year","You should provide expert-level advice to data scientists, data engineers, and operations to deliver high-quality analytics via data pipelines and APIs.","New York, NY 10005 (Financial District area)"
351,Big Data Engineer,SpringML,,Migrate existing data processing from standalone or legacy technology scripts to Hadoop framework processing.4-7 years Python and Java programming.,"Pleasanton, CA 94588"
352,Cloudera Data Engineer,"Alexis Networks, Inc.","From $120,000 a year","Experience in building data warehouse and data lake applications.Knowledge of data governance (Data Quality, Data catalog) desirable.",Hybrid remote
353,Sr. Data Engineer,Trissential,,"Experience writing code, designing systems and data pipelines, optimizing data processing algorithms, and systems to support data analytics.","Remote in Minneapolis, MN"
354,Software Engineer - Data (Remote),CoinTracker,,"Lots of data — billions of data points to track transactions and market pair prices.Can effectively analyze + process data, and store it for use across the…",Remote
355,GCP Data Engineer,Merican Inc,$50 - $65 an hour,5+ years of Data Platform and Data Application hands-on experience.Worked with Big Data Hadoop and Cloud solutions.Liaison between Project team and business.,Remote
356,Software Engineer (Data Platform),ironSource,,"Experience with big data platforms (e.g. Hadoop or Spark).Strong Computer Science fundamentals, including knowledge on data structure, algorithm and object…","San Francisco, CA 94107 (South of Market area)"
357,Data Engineer,PSI Proteam Solutions Inc,"$75,000 - $130,000 a year",Uses SQL to explore data leading to prototypes of (dimensional) data models.Writes transforms to populate data models.,"Columbus, OH"
358,Lead Data Engineer/Developer [Remote],Braintrust,$90 - $110 an hour,Experienced in leading team of data engineers to work collectively to deliver solutions on time.Seasoned data engineer who has hand-on experience in AWS to…,"Remote in San Francisco, CA"
359,Azure Data Engineer,Laiba Technologies,$39.61 - $70.00 an hour,"Designing and implementing highly performant data ingestion pipelines from multiple sources using Azure Databricks.Skills: Data Bricks, SQL Server, Power BI*.","Columbus, MS 39701"
360,Analytics and Data Engineer,Pippin Title,,"3+ years of experience as a data scientist, engineer, or equivalent.Experience working with data warehousing tools.","Remote in Boston, MA"
361,Senior Software Engineer (Data Testing and ETL Applications),MARS Solutions Group,$30 - $65 an hour,"As a Senior Software Engineer, you will be responsible for testing data warehouse and data mart related extraction, transformation, and load functions.",Remote
362,Data Engineer,Nomi Health,,"Support automated processes for complex data analysis, management, and visualizations that incorporate data governance.Skilled with NoSQL and SQL (Snowflake).","Austin, TX"
363,Data Engineer,CDL 1000 Inc.,,Can build entire data processing pipeline.CDL 1000 focuses on building customized solutions for each client based on their individual needs and untapped…,"Chicago, IL 60654 (Loop area)"
364,Data Engineer,New-indy Containerboard Llc,,"Understand and implement data warehousing, data lakes, and data lake houses.Experience with data processing flowcharting techniques.SQL Data Factory a plus.","High Point, NC 27260"
365,Data Engineer,Jet Protocol,,Modifying Jet Protocol's Solana programs to emit data for the data pipelines.Creating data schemas and ERD's based on the relationship of Jet Protocol's…,"Remote in New York, NY"
366,Data Visualization Engineer - 100% Remote position,Ana-Data Consulting Inc,,"Highly innovative, enthusiastic and results-driven Data Visualization Engineer who has built data visualizations and data analytics systems at scale using GCP…",Remote
367,Data Engineer III,Mind Fast Find,,You will be responsible for building scalable and distributed data pipelines and will contribute to the design of our data platform and infrastructure.,"Seattle, WA"
368,Test Data Automation Engineer,RogueThink Inc,,Experience with data modeling and building data pipelines.Enhance data collection procedures and develop data migration and wrangling scripts.,Remote
369,Materials Data Engineer,Lyten,,Strong grasp on data structure and data integrity issues.5 years experience using scientific graphing and data analysis software for data fitting and…,"San Jose, CA 95134 (North San Jose area)"
370,Data Engineer,Apptad Inc,$39.68 - $86.16 an hour,Interest in working with data at the protocol and byte level.The client is looking for a Data Engineer to build out our Next-Gen Security Operations Center and…,Remote
371,Data Engineer (Multiple Levels),"REsurety, Inc.",,Willingness to mentor junior engineers.Knowledge of data normalization and architecture.Strong desire to mentor other engineers.12 Weeks Paid Parental Leave.,"Hybrid remote in Boston, MA 02109"
372,Data Engineer( IRS MBI Clearance preferred),technocrafts,,3 years experience with Oracle databases.3 years of experience with PLSQL.Experience with Agile methods in the development or support of a system.,"Lanham, MD 20706"
373,"Data Engineer II, Dark Web Collections - Python",Recorded Future,,"Solve hard underground data collection problems, such as evading anti-bot methods, coordinating the work of many collector agents, and safely collecting binary…","Remote in Somerville, MA"
374,PHP Data Engineer,FBS,"$70,000 - $90,000 a year","Data engineers at FBS build and maintain processes for managing our data infrastructure and customers’ data.Very few projects are ever the same, so flexibility…",Remote
375,"Data Engineer II, Dark Web Collections - Python",Recorded Future,,"Solve hard underground data collection problems, such as evading anti-bot methods, coordinating the work of many collector agents, and safely collecting binary…","Remote in Somerville, MA"
376,Data Engineer,Raag Solutions,,"Data warehousing (ETL design & development, SQL).Cloud technologies (Azure tool stack preferred - Azure Data Factory (ADF), Data Lake and Databricks relevant…",Remote
377,Senior Data Scientist/Machine Learning Engineer,"Dynamic Placement Services, LLC","Up to $170,000 a year","The candidate will be part of a small team and will gather and analyze data, apply machine learning models, and deploy data to create client facing products…","Redwood City, CA (Downtown area)"
378,"Assistant/Associate Engineer, 2023 Engineering Development P...",Johnson & Johnson,,"Have a strong support network of seasoned data scientists, engineers, and mentors guiding your technical and career development.","Cincinnati, OH 45242"
379,eDiscovery Data Engineer (Processing Specialist),"Contact Government Services, LLC",,"Prior experience in data processing (Relativity, Nuix Workstation, LAW Prediscovery, Venio One, iPro eCapture, etc.).","Remote in Washington, DC 20005"
380,Data Engineer,Kalibri Labs,,Refine current big data processing pipelines.Design and develop new big data processing pipelines.We use Snowflake as our main data warehouse and AWS as our…,Remote
381,"Senior Data Engineer, Content",Netflix,,"Data warehousing, data modeling, and data transformation.Collaborate with partners to understand needs, model tables using data warehouse standard…",Remote
382,Data Engineer,Retool,,"You'll develop data models to streamline operations, optimize our ETLs, and design our data architecture for scale, with a keen eye for data warehouse…","San Francisco, CA"
383,Data Engineer,Association Analytics,,Experience working with association data preferred.Experience in working with data warehouses.Experience extracting data from external source systems.,"Remote in Arlington, VA"
384,Telecom - Data Engineer,Zodiac Solutions,"$61,517 - $138,938 a year", Loading from disparate data sets. by leveraging various big data technology e.g. Kafka. Design and implement data modeling.,"Hybrid remote in Ridgefield Park, NJ"
385,GCP Data Engineer,Wintegrity,$60 - $62 an hour,"Redesign data flows to prevent recurring data issues.Design data pipelines and data robots, take a vision and bring it to life.Job Type : Contract to Hire*.",Remote
386,Data Engineer,"Neophoenix Industries, LLC. | Information...","$120,000 - $140,000 a year",3+ years of experience in data modeling and ETL experience.3+ years of experience big data(HDFS/Hive/MapReduce/Kubernetes) similar.,Remote
387,Senior Data Engineer,StrongArm Technologies,,"Work with data analysts to productionize queries and data in data warehouses, data lakes, and OLAP systems.Experience architecting data pipelines and ETL with…","Remote in Brooklyn, NY"
388,Data Engineer (Remote),Jun Group,,Familiarity with AWS or Google Cloud big data products.You've built and maintained an ETL pipeline using a data warehouse like BigQuery or Redshift.,"Remote in New York, NY"
389,Data Engineer,"Summit-Tek, Inc.","$115,000 - $145,000 a year","Fluency with data extraction, translation, and loading including data prep and labeling to enable data analytics.(remote work is available per client's needs).","Remote in Greenville, SC 29607"
390,Data Engineer,Helm,"$120,000 a year","Working closely with a product owner and an experienced, highly motivated team of full stack engineers, data engineers, and devops engineers.","Remote in Washington, DC 20016"
391,Data Operations Engineer,Trovata,,Experience with unconventional data types as well as unstructured data is a plus.Challenges will include solving self healing routines for data ingested by our…,"Remote in San Diego, CA"
392,Data Analysis Engineer,"Trusted Space, Inc.","$90,090 - $150,600 a year","7+ years of experience in data collection and analysis to produce actionable information.Space Force customer via onsite support and designing, developing,…","Dahlgren, VA 22448"
393,Data Engineer,Elder Research Inc,,Provide ETL support to existing data pipelines that ingest raw data from disparate sources and move the data to a destination for storage and analysis.,"Charlottesville, VA 22903 (Downtown area)"
394,Data Engineer,VulcanForms,,Perform data cleaning and data management tasks to assist in data analysis and machine learning model development and deployment.Proficient in SQL and Python.,"Burlington, MA 01803"
395,"Software Engineer, Data (Remote)",Lime,"$108,000 a year","Ensure all data systems i.e. our central data warehouse, data lake, ETL, and realtime processing uptime satisfy business requirements.",Remote in United States
396,"Data Engineer, Professional Services",Fivetran,,Construct high-level Entity Relationship Diagrams to reflect customer data requirements & to reflect how your function will land that data.,"Remote in Denver, CO 80204"
397,Data Engineer,Landis,,"3+ years of proven experience as a data engineer, software developer, or similar, building data infrastructure from the ground up.","Remote in New York, NY"
398,Data Engineer,Terascope,,"Experience working with data in JSON, XML and CSV data formats.Work to customer requirements for the import and export of data into various formats.","Phoenix, AZ 85021 (North Mountain area)"
399,Data Engineer - Hybrid Remote,Dogtopia Enterprises LLC,"$83,189 - $105,561 a year","This role has responsibility for data quality, data rationalization, and data classification.Proven experience as a data analyst, data architect, data…","Hybrid remote in Phoenix, AZ 85016"
400,Junior Data Engineer,"Management Controls, Inc.",,To assist with any data-related technical issues and support their data infrastructure needs.Analyse and organize raw data.,Remote
401,Data Engineer,JAMY INTERACTIVE,"$74,921 - $145,000 a year","6+ years of progressive IT experience within data engineering or BI.Understand and implement practices to comply with PHI, GDPR and other emerging data privacy…","Dallas, TX"
402,Data Engineer,Kaygen,"$130,000 - $160,000 a year",4+ years of experience with data engineering with emphasis on data analytics and reporting.Mentor fewer senior engineers in coding best practices and problem…,"Portland, OR"
403,Senior Data Engineer,Turo,,"In this role, you'll partner closely with software engineers, data analysts, and data scientists to power analytical data products, experimentation, and machine…","Remote in San Francisco, CA"
404,Enterprise Data Warehouse Data Engineer,Access to future,$45 an hour,"The EDW Data Engineer II builds and maintains a data pipeline infrastructure for optimal extraction, transformation, and loading of data from a wide variety of…",Remote
405,Senior Data Engineer - Remote,CTI Consulting,$70 - $80 an hour,"Well versed in data management concepts, data lifecycle and methodologies.Sr. Data Engineer will be responsible for developing curated data (data models, data…",Remote
406,Data Modeling Engineer,Swish Analytics,,"Identify and solve issues concerning data management to improve data quality.Strong understanding of algorithms, data structures, data architecture, and…","Remote in San Francisco, CA 94133"
407,Data Engineer (Python),Nayya,,Work with the data science team to build and maintain data and deployment pipelines.Work with a small team of engineers to maintain existing integrations and…,"Remote in New York, NY"
408,Data Mapping Engineer,Dezign Concepts LLC,"$250,000 a year","Experience leveraging enterprise solutions interacting with big data, data conditioning, data protection, data migration and compliance.","Reston, VA 20191"
409,Data Engineer,"Azurity Pharmaceuticals, Inc.",,Developing and maintaining formal documentation that describes data and data structures including data modelling.Experience in high volume data environments.,"Atlanta, GA 30328"
410,Senior SQL Developer / Data Engineer,Simplex Info Systems,"$84,068 - $172,027 a year","Primary Skills SQL, ETL, SSIS, SQL Scripting, SQL Jobs, Power automate, Excel.Primary Skills SQL, ETL, SSIS, SQL Scripting, SQL Jobs, Power automate, Excel.","Dallas, TX 75241 (South Dallas area)"
411,Senior Data Engineer (Remote),Lumin,,Skill in scanning and processing data at scale using a data processing engine such as Apache Spark.Building large-scale data processing systems to be able to…,"Remote in Charlottesville, VA"
412,Junior Data Engineer,New York Public Radio,"$80,000 - $85,000 a year","Design and build ETL pipelines by using AWS Glue to collect data from different sources to data warehouses.In the meantime, we build systems, infrastructure,…","Remote in New York, NY 10013"
413,Data Engineer,Hello Privacy,,An understanding of ETL and data pipeline principles connecting to multiple data sources such as a Data Lake & Reporting Systems.,"Remote in New York, NY"
414,Data Engineer,Fearless,,Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues.,"Los Angeles, CA 90029 (East Hollywood area)"
415,Junior Data Engineer,Urner Barry,"$62,000 - $65,000 a year","Monitor and maintain data pipelines proactively to ensure high service availability.This person will support all phases of analytic product development, from…","Hybrid remote in Toms River, NJ 08755"
416,Data Engineer,O'Reilly Media,,Proficiency in large scale data platforms and data processing systems such as Google BigQuery and Amazon Redshift.Experience with Django RESTful endpoints.,Remote
417,Full Stack Data Engineer,Torch.AI,,Understanding of data serialization libraries.5+ years hands-on software development and data engineering experience.,"Washington, DC"
418,Data Engineer,Marathon TS,"$150,000 - $170,000 a year","*Design, test, implement, and manage data infrastructure processes including, but not limited to data collection, scrubbing, extraction, transformation and load…",Remote
419,Data Engineer,Airbus Americas,,Previous experience as a big data engineer.We are looking to hire a talented big data engineer to develop and manage our company's Big Data solutions on Airbus…,"Atlanta, GA 30308 (Old Fourth Ward area)"
420,"Data Engineer, Creator Services",SoundCloud,,"You are passionate about building efficient data pipelines, with a solid background in SQL, Python and Scala.Various snacks, goodies, and 2 free lunches weekly…","Los Angeles, CA"
421,Junior Data Engineer,Tupl,,"Design and implement data collection components to ingest different data sources into big data systems.Understanding of data modelling, algorithms, and data…","Dallas, TX"
422,Data Engineer,LightBox Employer L L C,"From $75,000 a year",3 - 5 yrs. experience as a data engineer.Including exciting work with highly scalable data ingestion pipelines while working in a team with extremely qualified…,Remote
423,MSBI (SSIS/SSRS) Data Engineers,NexWave Talent Management Solutions Pvt Ltd.,"$120,000 - $125,000 a year",Title: MSBI (SSIS/SSRS) Data Engineers*.Must Have 6 to 8 years of experience in database development using SQL Server stack.Google / AWS: 7 years (Required).,Remote
424,"Senior Software Engineer, Data Infrastructure (Remote)",Lime,"$140,000 a year","Experience with large-scale data warehousing architecture and data modeling.Ensure high uptime for all data services (e.g. our central data warehouse, data…",Remote in United States
425,Data Center Planning Engineer (Remote),CrowdStrike,"$80,000 - $125,000 a year",Project management and coordinating decisions across multiple teams.Raising visibility on project status and issues.5+ years of relevant experience.,Remote
426,ADAS Data / Analytic Engineer,ADAPT Technology LLC.,$30 - $38 an hour,Develop standard data and analytics processes.Data pipeline tools: 1 year (Preferred).Develop data architecture and analytics systems for vehicle evaluations…,"Ann Arbor, MI 48105"
427,Senior Data Engineer,Hopscotch Health,,Design and setup of the data store infrastructure that serves as central data lake.Build out and maintenance of data pipelines that drive actionable…,"Remote in Chicago, IL"
428,Senior Data Engineer,Boxed,"$170,000 - $200,000 a year","Create data tools for analytics and data scientists that assist them in building and optimizing our products.Identify, design, and implement internal processes…",Remote
429,Azure Data Engineer,Macersoft Technologies LLP,$70 - $90 an hour,Azure data factory: 4 years (Preferred).Good knowledge and hands on experience in Query writing and data analysis.Good knowledge in Azure Synapse analytics.,Remote
430,Data Engineer,"Zitara Technologies, Inc.",,"Creating data and operations dashboards.2+ years experience in industry data engineering.Organizing and managing large, complex data sets.","San Francisco, CA"
431,Lead Data Engineer,TY Software,"$84,463 - $156,898 a year","Experience developing and implementing data models for various domains.Deep, expert level knowledge of Python, Pandas.Job Types: Full-time, Contract.",Remote
432,Data Engineer (FT),Health Rosetta,"$100,000 - $120,000 a year","You will work with our other engineers, analysts, and data scientists to improve our overall data-processing architecture.2+ years’ experience with AWS.",Remote
433,Data & Reporting Engineer,Ren,"$65,000 - $125,000 a year",The Data and Reporting Engineer (DRE) is an integral part of the Professional Services team.The DRE will work closely with the Integration Engineer to…,Remote
434,Data Engineer I,Bloom Insurance,,Knowledge of data science technologies is a plus.Able to generate ad hoc data on demand.Design data models and develop database structures in Microsoft SQL…,Remote
435,Software Engineer - Data Visualization,Datadog,,"You are familiar with data structures and algorithms, profiling and optimization.We are looking for best-in-class javascript engineers and specialists in…","New York, NY"
436,Data Engineer,Rising Tides Solutions LLC,,Maintain data dictionaries and data lineage documents for integration components of data warehouse projects.Excellent communication and facilitation skills.,Remote
437,Senior Data Engineer,"Aura Sub, LLC",,5+ years of experience as a data engineer working with a modern tech stack.Enhance and maintain the infrastructure powering our analytics and data products.,"Remote in Boston, MA"
438,Data Acquisition and Controls Design Engineer,Blue Origin,"$90,000 - $106,000 a year","As part of a diverse and hardworking team of engineers, you will design and build data acquisition and control systems specifically focused for testing space…","Van Horn, TX 79855"
439,Data Engineer,Joywell Foods,,Experience developing fully automated data pipelines.Understanding of bioprocess data and workflows.Provide continuing support for new and existing data…,"Davis, CA 95618 (Downtown Core area)"
440,"Front End Engineer, MADS- Measurement and Data Science",Amazon.com Services LLC,"$93,800 a year","Professional non-internship experience with front end, web or mobile software development using JavaScript, HTML and CSS.","Boulder, CO"
441,Data Engineer,PADNOS,,"Maintain meta data in reporting layer on warehouse data models.Must be able to extract, process, and store large amounts of data following Kimball data.","Hybrid remote in Grand Rapids, MI"
442,Data Engineer,APT College,"From $175,000 a year",3+ years experience as a data engineer or data analyst.Connect new systems to the data platform as needed.Provide training and support to users in using our…,"New York, NY 10018 (Garment District area)"
443,Data Quality Engineer,EngineeringPeople,"$65,750 - $73,800 a year","This could include internal validation of data from rule failures, and derived data objects.Analytical skills to interpret data.SQL Query: 1 year (Required).","Peoria, IL 61629 (Downtown Peoria area)"
444,Jr. Data Engineer,MediaAgility,,"Understand big-data principles and best practices.Deliver projects in data analytics, machine learning and AI.Good in Python OR Java programming.","Princeton, NJ 08540"
445,Senior Data Engineer,Renaissance,"$106,300 - $159,400 a year","Evolve data interactions with proprietary data systems, allowing us to bring new customers onboard easily and cost-effectively.Paid Vacation and Sick Time Off.",Remote
446,Big Data Engineer,FlexIT Inc,,This will enable many teams to consume the data that is being produced.Publish RESTful API’s to enable real-time data consumption using OpenAPI specifications.,"Beaverton, OR 97005 (Central Beaverton area)"
447,Data Engineer,Major League Baseball,,Analyze data to discover and resolve data quality issues.Create logical data products utilizing data modeling concepts to facilitate dashboard implementation…,"New York, NY"
448,Data Engineer - USA (Remote),Knoema,,"Develop data management features such as master data, reference data, data quality, data catalog, and data publishing.Everything starts with the customer.",Remote
449,Data Engineer (Looker),Xola,,"Big Querry: Manage our BQ which is the SQL data base we use for our data lake.We are looking for a data engineering professional with deep expertise in Looker,…",Remote
450,Lead Data Engineer,Nike,"$121,000 a year","Perform design, code and test plan reviews developed by other data engineers in support of maintaining data engineering standards.","Remote in Beaverton, OR"
451,Data Engineer,Airbus Americas,,Previous experience as a big data engineer.We are looking to hire a talented big data engineer to develop and manage our company's Big Data solutions on Airbus…,"Atlanta, GA 30308 (Old Fourth Ward area)"
452,Data Engineer (contract to hire / 100% onsite),GEN Central,$70 an hour,"Identify systems of record for key enterprise data, define data cleansing and completeness processes for source systems.Data engineering: 4 years (Required).","Houston, TX 77002 (Downtown area)"
453,Data Modeling Engineer,Swish Analytics,,"Identify and solve issues concerning data management to improve data quality.Strong understanding of algorithms, data structures, data architecture, and…","Remote in San Francisco, CA 94133"
454,Senior Data Engineer,Boxed,"$170,000 - $200,000 a year","Create data tools for analytics and data scientists that assist them in building and optimizing our products.Identify, design, and implement internal processes…",Remote
455,Data Engineer,"Zitara Technologies, Inc.",,"Creating data and operations dashboards.2+ years experience in industry data engineering.Organizing and managing large, complex data sets.","San Francisco, CA"
456,Data Engineer,Memorial Sloan Kettering Cancer Center,"$85,000 - $110,000 a year",O Programmatically creating visual representations of data.O Doing sanity checks on data and results.O Using data to understand and improve health care.,"New York, NY 10017 (Turtle Bay area)"
457,GCP Data Engineer SME,Senior Architects,$40 - $65 an hour,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.Minimum of 1 year of designing and building production data pipelines…",United States
458,Data Modeler/Data Engineer,Tekskills,$43.13 - $60.57 an hour,"Collaborate with data engineers, solution architects other stakeholders on the data model, maintenance and optimization.Position: Data Modeler/Data Engineer*.",Remote
459,Lead Data Engineer (Remote),Home Depot / THD,"$160,000 a year","This person owns the marketing data pipeline which brings the data from various data sources to supports the analysis, reporting, audience creation and data…","Remote in Atlanta, GA 30301"
460,Data Engineer,Roehm America LLC,,Develop the vision of Digital Twin and work on its development and deployment leveraging right data points to meet business requirements ​.,"Bay City, TX 77414"
461,Senior Data Engineer - Remote,CTI Consulting,$70 - $80 an hour,"Well versed in data management concepts, data lifecycle and methodologies.Sr. Data Engineer will be responsible for developing curated data (data models, data…",Remote
462,Data Engineer,Dovenmuehle,,Collaborate with data analysts to bridge business goals with data delivery.Oversee systems tracking data quality and consistency.,"San Francisco, CA 94110 (Mission area)"
463,Software Engineer - Data Visualization,Datadog,,"You are familiar with data structures and algorithms, profiling and optimization.We are looking for best-in-class javascript engineers and specialists in…","New York, NY"
464,Python Data Engineer,Ocean Spray,,Help move data from legacy systems to modern data ecosystem.Strong experience in processing data and drawing insights from large data sets.,"Remote in Lakeville, MA 02347"
465,Data Engineer I,Bloom Insurance,,Knowledge of data science technologies is a plus.Able to generate ad hoc data on demand.Design data models and develop database structures in Microsoft SQL…,Remote
466,Senior Simulation and Data Analysis Engineer,Caterpillar,,Tools to process time-based machine sensor data into actionable information.Position will advance the usage of data analytics and FEA (Finite Element Analysis)…,"Remote in East Peoria, IL"
467,Data Scientist & Data Engineer,Decipher Biosciences,,"As a data scientist & data engineer, you will work closely with a team of research and production professionals.Develop and deploy machine learning models.","San Diego, CA"
468,Senior Data Engineer,Discord,"$205,300 a year","As one of the early data engineers at Discord, you’ll have an outsized impact on our data foundations.What you'll be doing Create and maintain data pipelines…","Hybrid remote in San Francisco, CA 94107"
469,Senior BI Data Engineer (Remote),Home Depot / THD,"$180,000 a year","Creating programmatic artifacts to extract, clean, transform, move, and load data into data lake, data warehouse and appropriate data mart.","Remote in Atlanta, GA 30301"
470,Data Engineer (Looker),Xola,,"Big Querry: Manage our BQ which is the SQL data base we use for our data lake.We are looking for a data engineering professional with deep expertise in Looker,…",Remote
471,Senior Data Analytics Engineer,Level Home,,"Advanced SQL skills to get the data you need from a data warehouse (e.g., BigQuery, Athena, Redshift) and perform data segmentation and aggregation from scratch…","Remote in Draper, UT"
472,Data Engineer,Elder Research Inc,,Provide ETL support to existing data pipelines that ingest raw data from disparate sources and move the data to a destination for storage and analysis.,"Charlottesville, VA 22903 (Downtown area)"
473,Data Engineer,Joywell Foods,,Experience developing fully automated data pipelines.Understanding of bioprocess data and workflows.Provide continuing support for new and existing data…,"Davis, CA 95618 (Downtown Core area)"
474,Data QA Engineer,NTERSOL,"$85,000 - $155,000 a year","Would be great to have senior QA skills for automation (Python Behavior Driven Development (BDD) framework: Behave/PyCharm IDE), testing at a large scale, data…",Remote
475,Data Engineer,"Greenium Tech, LLC","$170,000 - $290,000 a year","Expertise with data models, data mining, and segmentation.Computer Science degree from a top 50 US school or a top 100 Worldwide school.","Austin, TX 78750"
476,Data Engineer,Buchanan & Edwards,,"Experience working with both structured, semi-structured, and unstructured data to include data parsing, transformation, schema definition, and query/analysis.","Washington, DC 20535 (Penn Quarter area)"
477,SENIOR DATA ENGINEER,UniGroup,,"Provides support to our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery…",Remote
478,Data Engineer,CriticalRiver Inc.,,"Needs to be able to support existing data pipelines, triage and resolve runtime issues for the data infrastructure components.Strong AWS and Python skills.",Remote
479,Data Engineer - Remote,League Inc.,,"The Data Engineer will support our software engineers, data analysts, BI engineers and data scientists on data initiatives and will ensure optimal data delivery…","Remote in Chicago, IL"
480,Data Engineer,Major League Baseball,,Analyze data to discover and resolve data quality issues.Create logical data products utilizing data modeling concepts to facilitate dashboard implementation…,"New York, NY"
481,Data Engineer I,MediQuant LLC,,"Additional activities for this position include transformation of discrete data, conversion of documents and images into formats supported by MediQuant software…","Remote in Atlanta, GA 30301"
482,Data Engineer (U.S. Citizenship Required),"BlockTrace, LLC","From $100,000 a year",Assist in ad-hoc data ingestion and data wrangling to help customers derive insights from their data.Make technical recommendations and implement those…,"Arlington, VA 22201 (Clarendon-Courthouse area)"
483,Data Engineer,LightBox Employer L L C,"From $75,000 a year",3 - 5 yrs. experience as a data engineer.Including exciting work with highly scalable data ingestion pipelines while working in a team with extremely qualified…,Remote
