,title,company,salary,description,location
257,Entry Level Data Analyst,SMB Franchise Advisors,$22.98 - $26.83 an hour,Experience with hands-on and manual data tasks.Attention to detail and ability to follow instructions and written processes to deliver requirements.,Remote
258,Data Science Analyst - Research,Mayo Clinic,"$89,773 - $134,638 a year","Creates or modifies scripts or software applications to support data management, data extraction and data analysis as required.","Rochester, MN+2 locations"
259,Data Analyst,"Business Performance Systems, LLC","$60,000 - $90,000 a year",Develop data management plans for data layers.Experience with data management and data governance.Maintain data dictionary/meta data and adherence to…,Remote
260,Digital Data Analyst (Remote),Cru,,"*Experience with data management*, specifically with validating and interpreting large volumes of data from multiple systems.","Remote in Orlando, FL 32832+1 location"
261,"Morgan Health- Healthcare Innovation Data Analyst, Associate","JPMorgan Chase Bank, N.A.",,"They will demonstrate skill in each phase of the analytics project life-cycle, including data extraction and transformation, analytics solution design, data…","Washington, DC"
262,IT Business Analyst,Stafford Gray LLC,$40 - $45 an hour,Candidate will be in office 2 days a week and work remotely 3 days a week.*.Azure DevOps: 3 years (Required).Business Analyst: 3 years (Required).,"Hybrid remote in Lansing, MI 48933"
263,"Data Analyst, adidas",Archrival,,Collect and connect data from multiple unstructured sources to aid in a comprehensive view of project performance – included establishing relationships with…,"Portland, OR"
264,"Data Analyst, Risk",Current,,3-5 years of experience in Risk or data science for Risk Associate.1-3 years of progressive experience in Risk or data science for Risk Analyst.,"New York, NY 10011 (Chelsea area)"
265,Data Analyst - Stratascale,SHI International Corp.,,"1-3 years’ experience in data analysis with PowerBI, Tableau, or Clickview.Advance knowledge of PowerBI to develop data visualizations.","Detroit, MI+1 location"
266,Senior Data Analyst,Somatus,,1-3 years of experience working with data in a Healthcare environment.Create a culture of data fluency by educating stakeholders on the use of our data and…,"Remote in McLean, VA"
267,Marketing Data Analyst,Gloo,"$60,000 - $80,000 a year",Creating data visualizations that use data storytelling design principles.Collecting and cleaning data from various systems to prepare data for analysis.,"Hybrid remote in Boulder, CO 80302"
268,Business Analyst,KP Partners LLC,From $60 an hour,1-3 years of prior experience as a business analyst (management consulting or small business setting preferred).Must be able to work with minimal supervision.,Remote
269,Senior HEDIS Data Analyst - work from home!,CareSeed,"$110,000 - $150,000 a year",Healthcare data: 3 years (Required).We are looking for an experienced analyst to manage clients’ data-processing activities as we grow.,Remote
270,Senior Data Analyst,Somatus,,1-3 years of experience working with data in a Healthcare environment.Create a culture of data fluency by educating stakeholders on the use of our data and…,"Remote in McLean, VA"
271,Data Analyst,Vaco,,Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources…,"Remote in New York, NY+5 locations"
272,Data Analyst (Remote),Collins Aerospace,,"Bachelor’s degree and 5 years of prior relevant experience OR.Ideally has worked with ERP systems data in a manufacturing environment e.g., SAP (P01).","Remote in Springfield, IL 62701+3 locations"
273,"Junior Associate Data Analytics, Class of 2023",Publicis Sapient,,"Experience conducting data analysis through coursework, coop, and/or volunteer organizations.Uncover the hidden stories about our clients’ customers discovered…",United States
274,Business Analyst,Delviom LLC,$55 - $58 an hour,Experienced with data storytelling and presenting analysis to senior leaders to recommend data-driven business decisions.,Remote
275,Sr. Data Analyst - remote,The Key,"$76,157 - $166,918 a year",*3 to 5 years of relevant work experience. *.Your main tasks will include analyzing sales and inside sales data to come up with actionable recommendations that…,+1 locationRemote
276,CRM & Marketing Data Insights Analyst,H&M,"$110,500 - $125,000 a year",Be the expert in all customer data sources and primary responsible for staying up to date on all customer database updates from global; partners with global…,"New York, NY 10011 (Flatiron area)"
277,Scrum Master/Business Analyst,Triunity software Inc.,$35 - $75 an hour,"Minimum 0-3 years of experience.Elicit business requirements (features & user stories) for assigned project requests, and manage the product backlog.",Remote
278,Junior Data Analyst,LinQuest Corporation,,"The Junior Data Analyst will support a project working to provide the Air Force Safety office with a tool the office can use to create modernized, informative…","Remote in San Antonio, TX 78216"
279,Health Data Analyst (IT),Health Plan of San Mateo,"$77,000 - $89,000 a year",Analyze data and create reports/data extractions.Design and develop relational databases for collecting data and create data collection screens.,"South San Francisco, CA 94080"
280,Business Analyst Sr.-Data Cleansing,Brilliant Infotech,$60 - $65 an hour,"BS or MS degree in business, computer science or information systems and 3-5 years equivalent work experience.O Other data sources as needed.",+7 locationsRemote
281,"Data Operations Analyst, II (R-12453)",Dun & Bradstreet,,"Experience with SQL (1-3 years).Experience in application development [python preferred] (1-3 years).Preferred experience: machine learning, web scraping, Git…",Remote
282,Financial Data Analyst- Remote USA,Conga,"$95,000 a year","Proficiency cleaning, transforming and combining disparate data into highly reliable data sources.5-7 years of combined experience in finance, reporting and…","Remote in Broomfield, CO"
283,Digital Data Analyst (Remote),Cru,,"*Experience with data management*, specifically with validating and interpreting large volumes of data from multiple systems.","Remote in Orlando, FL 32832+1 location"
284,Data Analyst,Devcare Solutions,$80 - $90 an hour,"We are seeking someone who has Data warehouse experience with ETL data flows, data analysis, understands dimensional/tabular tables and building business…","Columbus, OH"
285,Data Analyst,Niche,,"Be a part of a cross-functional product team, taking on small, data-related tasks to understand the back end in more detail.1-3 years of relevant experience.","Remote in Pittsburgh, PA 15232"
286,Data Visualization Information Specialist (Health Research),VA Portland Health Care System,"$70,853 - $90,585 a year",*3-5 sample visualizations developed by the applicant and exemplifying principles of effective data visualization and scientific communication*.,Remote
287,Business Analyst,SimpleCitizen,,"Experience as a business analyst, caseworker, or relevant experience;You will support creating and designing workflows, gathering feedback and data for…",Remote
288,Reporting Analyst (DC Medicaid-Remote),CareFirst BlueCross BlueShield,,Shape and execute reporting strategy for data collected.Analyzes data and develops observations and findings based on analysis.,"Remote in Washington, DC 20020+1 location"
289,Global Procurement Business Data Analyst - Flex or Work from...,Cigna,"$67,600 - $112,600 a year",Leverage data validation tools to proactively detect and monitor data inconsistencies across various sources and provide accurate metrics around data quality…,"Remote in St. Louis, MO 63110"
290,"Analyst, B2B Marketing, Data & Services",Mastercard,,You’re data and response-driven.Drive data-driven content strategy with a focus on increasing organic traffic and growing leads.,"Hybrid remote in Boston, MA"
291,Business Analyst,Notarize,,"Demonstrated experience working in data analysis and research.Self-starter, high horsepower mindset, coupled with precise attention to detail.",Remote
292,Business Analyst,Intellibee,,"Define current and future operational scenarios (processes, models, use cases).","Detroit, MI 48243 (Downtown area)+6 locations"
293,Consumer Research & Data Analyst,Mintel,,Maintaining internal databases: Gathering market data through secondary research such as industry or government data (eg Census data).,"Remote in Chicago, IL 60606+1 location"
294,Scientific Data Analyst I,Genospace,,"1+ years of prior experience as a consultant, data analyst, or data scientist in a life sciences or healthcare-related information technology provider.",Remote
295,Lead Data Analyst,Piper Companies,"$165,000 - $175,000 a year",Identify data sources required for projects and deliver plans to collect new data points.Create and deliver presentations and data visualizations that convey…,"Reston, VA+4 locations"
296,Junior Data Analyst,ALTA IT Services,$43 an hour,Analyzes data and develops observations and findings based on analysis.The Junior Data Analyst will help to shape and execute reporting strategy for data…,"Remote in Washington, DC 20003"
297,Data Scientist / Data Analyst,Strike Social,,2+ years of experimental data / modeling experience.2+ years of strong mathematical and statistical data analysis experience.,Remote
298,Data Analyst - Marketing,"Stefanini, Inc",,"Experience analyzing B2C customer/user data is required, candidates with experience working with Social Media or ecommerce are preferred.",Remote in Michigan+1 location
299,Business Analyst,AccumTech,"$60,000 - $85,000 a year",Perform in depth analysis on data files of varying formats.2+ years of experience in an IT related analyst role.Proficiency with Microsoft Office suite.,"Ann Arbor, MI 48105"
300,Data Analyst,Bayer,,"Perform exploratory data analysis and build QC pipelines.BA/BS in Data Science, Statistics, Agronomy, Environmental Science or a related quantitative…","San Francisco, CA 94103 (Financial District/South Beach area)+2 locations"
301,Business Analyst,"I&I Software, Inc.",,"Experience in doing process modelling, data mapping etc.Solid understanding in Relational Database SQL, analyzing data using database tools, Object Oriented…",+1 locationRemote
302,Data Analyst,Qcom,,"3-5 years experience in data visualization.Strong understanding of data visualization development, data analysis process and turning information into…","San Francisco Bay Area, CA"
303,Freelance Writer/Data Analyst,Northstar Travel Group,,"Determining which charts to illustrate and provide chart data to an assigned designer.Northstar Meetings Group, a division of Northstar Travel Group, seeks a…",Remote
304,Data Analyst - Ad Tech - Remote,Motive Interactive,,"3-5 years’ predictive modeling experience in a professional setting, using tools such as Python, R or SQL.Own the whole data infrastructure.","Remote in San Diego, CA 92121"
305,Data Analyst (Mental Health),Childrens Hospital of The Kings Daughters,,"Collaborates with department personnel and IS Data Analytics to gather reporting requirements, assimilate complex data across multiple sources, builds data…","Norfolk, VA 23507 (Ghent area)"
306,"Analyst, B2B Marketing, Data & Services",Mastercard,,You’re data and response-driven.Drive data-driven content strategy with a focus on increasing organic traffic and growing leads.,"Hybrid remote in Boston, MA"
307,Scientific Data Analyst I,Genospace,,"1+ years of prior experience as a consultant, data analyst, or data scientist in a life sciences or healthcare-related information technology provider.",Remote
308,Data Analyst,"Envorso, LLC",,"Documentation of data practices and governance protocols.Data analyst that builds, maintains and provides production reports.Ford & Lincoln X-Plan Pricing.",Remote
309,Business Analyst,The GSH Group,"$75,000 - $80,000 a year",Due diligence activities and in-depth analysis for acquisitions and existing projects.Conduct market research utilizing internal and external resources.,"Clawson, MI 48017"
310,Risk Data Analyst,Mercury,,"Mercury is looking to hire a data analyst to help our Risk team find reliable signals within our data that identify new fraud trends, refine alert thresholds on…","Remote in San Francisco, CA"
311,Junior Data Analyst,ALTA IT Services,$43 an hour,Analyzes data and develops observations and findings based on analysis.The Junior Data Analyst will help to shape and execute reporting strategy for data…,"Remote in Washington, DC 20003"
312,Healthcare Data Analyst/Engineer-Work from home-Evernorth,Cigna,"$89,800 - $149,600 a year","This opportunity focuses heavily on data manipulation, trend analysis, reverse engineering issues within data, and using tools to publish quality data and…","Remote in Hartford, CT 06152+6 locations"
313,Event Content Data Analyst,"Amazon Web Services, Inc.","$78,800 - $137,900 a year",The Global Events Team at Amazon Web Services (AWS) is seeking an experienced data analyst and event operations manager.,United States
314,Data Visualization Information Specialist (Health Research),VA Portland Health Care System,"$70,853 - $90,585 a year",*3-5 sample visualizations developed by the applicant and exemplifying principles of effective data visualization and scientific communication*.,Remote
315,Population Health Data Analyst-Remote,Community Health Center,,Quality improvement experience with a focus on data and measurement.The position is expected to employ advanced data analytic skill to ensure that the agency…,"Remote in Middletown, CT 06457+1 location"
316,Lead Data Analyst,Piper Companies,"$120,000 a year","At least 5 years of dashboard design skills, including 2+ years of experience with a dashboard toolset (Access, Tableau, Qlik, Domo, Birst, etc) building and…",+4 locationsRemote
317,Business Analyst,Notarize,,"Demonstrated experience working in data analysis and research.Self-starter, high horsepower mindset, coupled with precise attention to detail.",Remote
318,Junior Data Analyst,ALTA IT Services,$43 an hour,Analyzes data and develops observations and findings based on analysis.The Junior Data Analyst will help to shape and execute reporting strategy for data…,"Remote in Washington, DC 20003"
319,Data Visualization Analyst,edmentum,,Experience extracting data from data warehouses such as AWS Redshift a plus.1-3 years' experience applying data visualization best practices to present…,"Remote in Minneapolis, MN"
320,UN Women: Data Analyst,United Nations Development Programme (UNDP),,A minimum of 2 years of experience as a data analyst or business data analyst;Acquire data from primary or secondary data sources and maintain the data.,"New York, NY"
321,Data Analyst Consultant,MI-GSO | PCUBED,,"You should have a least a Bachelor’s Degree, 3-5 years of Data Analysis/Data Science experience working in a Project environment, and you want to develop…","Southfield, MI+2 locations"
322,Data Analyst,"Sykes Enterprises, Incorporated",,Working with Carrier and Logistics data is a plus.Excel – (VLOOKUP and related skills data management skills within Excel).,"Remote in Fort Myers, FL 33913"
323,Data Science and Actuarial Analyst,Woodruff Sawyer,,"Apply data science techniques to surface unusual patterns in data.Experience working as an actuarial pricing analyst, budget analyst, or data scientist with a…","Remote in San Francisco, CA 94111+1 location"
324,Researcher and Data Analyst,Sotheby's,,"Prior data analysis, data cleaning or data reformatting experience strongly preferred.Confidently navigate data-dense Excel files, reformat and standardize the…","Remote in New York, NY 10022"
325,NTN Data Analyst and Research Assistant (Part-Time),New Tech Network,,"Prepare data files by exporting data and cleaning data (filtering, sorting, identifying missing data, etc.).Reports on survey data (20%).","San Francisco, CA"
326,Business Analyst,AccumTech,"$60,000 - $85,000 a year",Perform in depth analysis on data files of varying formats.2+ years of experience in an IT related analyst role.Proficiency with Microsoft Office suite.,"Ann Arbor, MI 48105"
327,Revenue Management Analyst - Data Insights,American Express Global Business Travel,,Ability to translate large amounts of data into clear actionable insights.Able to work with data at a detailed level while keeping an eye on the broader…,Remote
328,Data Engineer/ Data Analyst,UNIVERSAL Technologies,$70 - $80 an hour,"Creative, big-picture thinking AND high-level technical skills to design databases and data pipelines across data sources and program needs.","New York, NY 10007 (Tribeca area)"
329,Freelance Writer/Data Analyst,Northstar Travel Group,,"Determining which charts to illustrate and provide chart data to an assigned designer.Northstar Meetings Group, a division of Northstar Travel Group, seeks a…",Remote
330,Sr. Data Analyst (Remote),Carnival Corporation,,"Provide data support to the various teams and embedded analysts and interface with strategic customers when required.Familiarity with Apex & Tableau, a plus.","Remote in Miami, FL"
331,Jr. Data Analyst,Donato Technologies,,"We are looking for someone with Data Analytics Exp, Good with SQL, Python, and Reporting Tools(Power BI/Tableau)**.","Dallas, TX"
332,Data Analyst,Yay Lunch,"$40,000 - $70,000 a year","1-3 years of data analysis experience in a data warehouse or data lake environment.As a business/data analyst, you will work with various stakeholders to use…",Remote
333,Data and Visualization Analyst,California State University,"$81,780 - $90,396 a year","Knowledge of data administration principles and data modeling concepts.Eligible and qualified on-campus applicants, currently in bargaining units 2, 5, 7, and…","San Francisco, CA+2 locations"
334,"Data Analyst, Corporate Strategy, Planning & Analysis",Netflix,,"Performing data analysis and developing insightful dashboards, memos & presentations that summarize the data.We derive a significant competitive advantage from…","Los Gatos, CA+1 location"
335,BI Analyst Associate,University of Michigan,"$52,000 - $55,000 a year",Two (2) years of experience with data extraction and analysis and data reporting.Contribute to the creation of informational dashboards for recruitment and…,"Ann Arbor, MI 48109+1 location"
336,Business Analyst,AssetWorks,,At least one year of Business and/or Product analyst experience.Seeking a new Business Analyst that is responsible to oversee design of work and ensure…,Remote
337,Business Analyst - Health,Public Consulting Group,,"Experience in data analysis (Preferred).Strong analytical skills including the ability to analyze data.Gathering and analyzing a variety of data, including…",Remote in United States+5 locations
338,Data Analyst,EGlobalTech,,Develop tailored data workbooks for various data validation exercises.Extensive experience extracting and aggregating data from multiple data sources.,"Washington, DC"
339,Freelance Writer/Data Analyst,Northstar Travel Group,,"Determining which charts to illustrate and provide chart data to an assigned designer.Northstar Meetings Group, a division of Northstar Travel Group, seeks a…",Remote
340,"Data Analyst, Data Analytics Practice (Analyst, IT)",Duke Careers,,"Standardize methods to collect, analyze and manage data to improve data quality and the efficiency of data systems.Excellent verbal and written skills.","Durham, NC 27701 (Downtown area)"
341,Senior Data Analyst,Samsara,,"4+ years experience as a data analyst, data engineer, or related role.Experience with data visualization, preferably in Tableau.","Remote in San Francisco, CA 94107"
342,"Analyst, Integrated Analytics",The J. M. Smucker Company,,"Continuously develops own capabilities in Syndicated data, the Trade Promotion Management system, account specific data, JMS financial data, advanced Excel…",+1 locationRemote
343,Entry Level Data Analyst,SMB Franchise Advisors,$22.98 - $26.83 an hour,Experience with hands-on and manual data tasks.Attention to detail and ability to follow instructions and written processes to deliver requirements.,Remote
344,Jr. Business Data Analyst,RISK STRATEGIES COMPANY,,Understanding the data and workflow needs of the business and how to translate the data in order to meet those needs.Ability to operate in US time zones.,"Boston, MA 02110 (Central area)"
345,"Data Loss Prevention Operations Analyst - Washington DC, Mou...",TikTok,,"Investigate and resolve incidents that involve theft or loss of consumer data, employee data, business sensitive data, and/or intellectual property.","Washington, DC+1 location"
346,Business Analyst,Maxi Technologies Inc.,"$70,000 - $90,000 a year","The successful candidate will be involved with data manipulation and collection, making sure that all data is relevant and accurate.",Remote
347,Data Science and Actuarial Analyst,Woodruff Sawyer,,"Apply data science techniques to surface unusual patterns in data.Experience working as an actuarial pricing analyst, budget analyst, or data scientist with a…","Remote in San Francisco, CA 94111+1 location"
348,Marketing Data Analyst,Seeconds LLC,,"Tendrá como responsabilidad brindar apoyo al área de Marketing con las diferentes campañas que se deban hacer, y también con el equipo de desarrollo de la app…",Remote
349,HealthCare Data Analyst,Conduent,$80.08 an hour,"Proficient with ETL methodologies, including data analysis, data profiling, and data validation.Perform all data conversion activities and tasks (data mapping…",+2 locationsRemote
350,2022 | Data Analytics and Business Intelligence | Analyst |...,Goldman Sachs,,"Data teams across the firm embody a keen attention to detail and quantitative discipline, focusing on data analytics and business intelligence to ensure our…","Chicago, IL+4 locations"
351,Data and Visualization Analyst,California State University,"$81,780 - $90,396 a year","Knowledge of data administration principles and data modeling concepts.Eligible and qualified on-campus applicants, currently in bargaining units 2, 5, 7, and…","San Francisco, CA+2 locations"
352,NTN Data Analyst and Research Assistant (Part-Time),New Tech Network,,"Prepare data files by exporting data and cleaning data (filtering, sorting, identifying missing data, etc.).Reports on survey data (20%).","San Francisco, CA"
353,CRM & Marketing Data Insights Analyst,H&M,"$110,500 - $125,000 a year",Be the expert in all customer data sources and primary responsible for staying up to date on all customer database updates from global; partners with global…,"New York, NY 10011 (Flatiron area)"
354,Data and Performance Analyst (StratAdv1-Ex) - Job 2022-01581,City of Seattle,"$104,400 - $125,280 a year","Identifying opportunities to strengthen the court’s data practices including data governance, management, and use.","Seattle, WA"
355,Data & Reporting Analyst,"Clark Associates, Inc.",,Collaborate with data analysts in other departments to ensure we incorporate relevant metrics in our reporting.Excellent data reporting and analytical skills.,"Remote in Lancaster, PA 17602"
356,Revenue Management Analyst - Data Insights,American Express Global Business Travel,,Ability to translate large amounts of data into clear actionable insights.Able to work with data at a detailed level while keeping an eye on the broader…,Remote
357,Consumer Research & Data Analyst,Mintel,,Maintaining internal databases: Gathering market data through secondary research such as industry or government data (eg Census data).,"Remote in Chicago, IL 60606+1 location"
358,People Analytics Analyst,Asana,,"Strong understanding of data tables across multiple data sources; prior knowledge of and experience with recruiting applicant tracking systems, HRIS, and…","San Francisco, CA 94103 (Mission area)"
359,Data Analyst,Entera,,"Professional experience in an analytical role - including business analyst, data analyst, or data scientist.Experience with data analysis and processing using…","Remote in New York, NY 10013"
360,Strategy Analyst,Wiley,,"Conduct quantitative and qualitative analyses leveraging both external industry and market research/data and internal data such as financial performance,…",Remote in United States
361,2022 | Data Analytics and Business Intelligence | Analyst |...,Goldman Sachs,,"Data teams across the firm embody a keen attention to detail and quantitative discipline, focusing on data analytics and business intelligence to ensure our…","Chicago, IL+4 locations"
362,Data Science Analyst,University of Michigan,,"Reviews business requests for data and data usage, researches data sources for new and better data feeds.Designs and constructs relational databases for data…","Ann Arbor, MI 48109"
363,Healthcare Provider Reporting Analyst,Monogram Health,,"1-3 years of experience working as an analyst in the healthcare industry specifically working with medical claims, membership, and provider data.",Remote
364,Logistics Analyst,Integrated Talent Strategies,"$50,000 - $63,000 a year",Excellent math skills with the ability to apply to cost and analyze data.Provide data to Materials team to promote lean inventory levels in accordance with…,"New Hudson, MI 48165"
365,Researcher and Data Analyst,Sotheby's,,"Prior data analysis, data cleaning or data reformatting experience strongly preferred.Confidently navigate data-dense Excel files, reformat and standardize the…","Remote in New York, NY 10022"
366,Inventory Deployment Analyst D2C,Carhartt,,"Assoc. Planner will continuously analyze data, correlating historical and current trends provide regular communication and visibility of risks and opportunity.",Remote
367,CRM Data Analyst,Smartwyre,"$75,000 - $90,000 a year","The CRM data analyst will perform various functions, including maintaining analyzing customer data to provide support for sales and marketing efforts.",Remote
368,Entry Level Data Analyst,SMB Franchise Advisors,$22.98 - $26.83 an hour,Experience with hands-on and manual data tasks.Attention to detail and ability to follow instructions and written processes to deliver requirements.,Remote
369,Data Analyst,"Envorso, LLC",,"Documentation of data practices and governance protocols.Data analyst that builds, maintains and provides production reports.Ford & Lincoln X-Plan Pricing.",Remote
370,"Associate Data Scientist, Pricing & Analytics",Perch,,"Identify new data assets, and work with product and engineering teams to set up robust data pipelines that result in improved economic modeling and pricing…","Remote in Boston, MA"
371,"Analyst, Advocacy & Policy",The Scotts Miracle-Gro Company,,"Analyzes data, understands patterns and translates into meaningful information.Asks effective questions to gather information and data to clarify the details…","Remote in Marysville, OH 43040"
372,Data analyst Marketing insights -- contract -- remote,Tekrek solutions Inc,,Impeccable attention to detail and strong ability to convert complex data into insights and action plans.6+ years of experience in marketing data analytics…,"Remote in San Francisco, CA+9 locations"
373,Programmer Analyst,Johns Hopkins University,"$51,210 - $70,480 a year",The Programmer will implement non-routine macros and advanced techniques to combine data from different data sources and databases as well as use advanced…,"Baltimore, MD 21205 (Dunbar-Broadway area)"
374,Quality Assurance Analyst,Array,,Detail-oriented and able to analyze data in order to quickly and creatively solve problems.This individual will be responsible for supporting the QA team in…,"Remote in New York, NY"
375,Business Analyst - Health,Public Consulting Group,,"Experience in data analysis (Preferred).Strong analytical skills including the ability to analyze data.Gathering and analyzing a variety of data, including…",Remote in United States+5 locations
376,"Data Analyst, Supply Chain",Home Depot / THD,,"Exposure to a data visualization tool (Tableau is preferred, but not required).Operates under the supervision and mentorship of more experienced managers and…","Atlanta, GA 30301"
377,Researcher and Data Analyst,Sotheby's,,"Prior data analysis, data cleaning or data reformatting experience strongly preferred.Confidently navigate data-dense Excel files, reformat and standardize the…","Remote in New York, NY 10022"
378,Provider Data Analyst,Superior HealthPlan,,"Position Purpose: Assist with the analysis and correction of data migrated from one provider application to another.Auditing, Amisys and/or Portico preferred.",Hybrid remote in Texas+10 locations
379,Data Analyst,VMSI Inc.,"$50,000 - $60,000 a year","We are seeking a full-time Training Technologist to support our federal client in Frederick, Md.The Training Technologist is a valuable contributor who…","Remote in Silver Spring, MD"
380,NTN Data Analyst and Research Assistant (Part-Time),New Tech Network,,"Prepare data files by exporting data and cleaning data (filtering, sorting, identifying missing data, etc.).Reports on survey data (20%).","San Francisco, CA"
381,Data Analyst,DonorSearch,"$55,000 - $60,000 a year",Working with engineering and data vendors to improve the accuracy of our data sources.Expert knowledge of data visualization software like Tableau.,Remote
382,HealthCare Data Analyst,Conduent,$80.08 an hour,"Proficient with ETL methodologies, including data analysis, data profiling, and data validation.Perform all data conversion activities and tasks (data mapping…",+2 locationsRemote
383,UN Women: Data Analyst,United Nations Development Programme (UNDP),,A minimum of 2 years of experience as a data analyst or business data analyst;Acquire data from primary or secondary data sources and maintain the data.,"New York, NY"
384,Data Analyst,auticon,,"Minimum 3 years professional relevant work experience in areas such as data analysis in a technical field, database development, and/or data architecture (work…","Remote in Columbus, IN"
385,Research Data Analyst,Johns Hopkins University,"$45,650 - $62,850 a year",Demonstrated experience analyzing large data sets.Develop and manage essential database processes including data cleaning and quality control.,"Baltimore, MD 21205 (Dunbar-Broadway area)+3 locations"
386,Data Analyst,FocusKPI Inc.,,"3-5 years experience using analytics to drive key business decisions; examples include business/product/marketing analytics, business intelligence, strategy…","San Francisco, CA"
387,Business Analyst,Blue Orange Digital,,"In-depth familiarity with data science and data engineering development processes.Extensive experience in data, including research and analysis processes.",Remote
388,Senior Data Analyst,Vanta,,Have at least four years of experience working with data as an analyst.Deep experience with data visualization.Be a data and analysis expert for your team.,"Remote in San Francisco, CA"
389,Operations Data Analyst,DayTwo,,"Working knowledge of analyzing medical claims, lab data, EMR data, and clinical data.Design data analysis to achieve business objectives, process data, analyze…",Hybrid remote
390,Business/Data Analysis- Associate,Fannie Mae,,Experience in the process of analyzing data to identify trends or relationships to inform conclusions about the data.2-4 years of related experience.,"Washington, DC+1 location"
391,Business Analyst,Creative Consulting Company,$80 an hour,"Process, system, and data flow diagrams.7+ years’ experience testing custom or off-the-shelf applications, reports, large data sets, or dashboards.",Remote
392,Climate + Impact Tools Research and Data Analyst (4-6 month...,Textile Exchange,,See below the specific criteria for the research assistant and data analyst areas of focus.Update data excels and website tool with new research.,"Remote in San Francisco, CA 94016"
393,Excel Data Analyst Teacher,Skillademia UAB,,"We are looking for individuals who specialize in the Microsoft Excel Data Analysis and Data Visualizations, and are willing to create online course material for…",Remote
394,Senior HEDIS Data Analyst - work from home!,CareSeed,"$110,000 - $150,000 a year",Healthcare data: 3 years (Required).We are looking for an experienced analyst to manage clients’ data-processing activities as we grow.,Remote
395,Business Intelligence Data Analyst (Seattle or US Remote),Remitly,,"Experience with data modeling and data from 3rd parties.Partner with engineers, PMs, and other analysts to integrate with 3rd parties and manage current data…","Remote in Seattle, WA 98101+1 location"
396,NTN Data Analyst and Research Assistant (Part-Time),New Tech Network,,"Prepare data files by exporting data and cleaning data (filtering, sorting, identifying missing data, etc.).Reports on survey data (20%).","San Francisco, CA"
397,HR Data Analyst,"MKS Instruments, Inc.","$55,000 - $75,000 a year","A minimum of a Bachelor’s degree, MA/MBA preferred, and 2-5 years of HR, data analyst, or related experience with demonstrated increased responsibility.",+1 locationRemote
398,Integrity Analyst,Pinterest,,We're looking for an analyst to analyze data and create strong signals and strategies to minimize abuse on the platform.,Remote
399,DATA ANALYST,University of Wisconsin–Madison,"$50,060 a year",5% Assists with the identification of data and methodology issues and the development of technical solutions.Experience curating data from a variety of sources…,"Madison, WI 53706"
400,Data Analyst,auticon,,"Minimum 3 years professional relevant work experience in areas such as data analysis in a technical field, database development, and/or data architecture (work…","Remote in Columbus, IN"
401,Business Analyst,Blue Orange Digital,,"In-depth familiarity with data science and data engineering development processes.Extensive experience in data, including research and analysis processes.",Remote
402,Data Analyst - Research,SEIU 775 Benefits Group,,"Exposure or experience in data governance, data engineering and/or data warehousing constructs;A genuine passion for data science and drive to communicate…","Remote in Seattle, WA 98104"
403,Data Analyst,Academic Partnerships,,Field ad hoc data analytic requests and provide the Business with data and insights to answer their immediate business questions.,Remote
404,Portfolio Data Analyst,TSI,"$55,000 - $65,000 a year",Conduct loan folder audits as assigned to ensure data integrity.Review and submit data change requests at the property level internally and externally.,Remote
405,Healthcare Data Analyst/Engineer-Work from home-Evernorth,Cigna,"$89,800 - $149,600 a year","This opportunity focuses heavily on data manipulation, trend analysis, reverse engineering issues within data, and using tools to publish quality data and…","Remote in Hartford, CT 06152+6 locations"
406,Business Analyst,Evoke Research And Cons,,"Collaborate with clients to identify and define software solution processes, scope, and objectives (people, process, and technology).","Remote in Washington, DC 20006"
407,Data Analyst,Academic Analytics Llc,"$70,000 - $80,000 a year","3-5 years data analysis experience or academic training.Perform data analysis to support client objectives, turning data into insights that drive business…",North Carolina
408,Data Analyst,Pearl Health,,"2-5 years of experience in performing results-driven quantitative analysis in a collaborative environment, across multiple domains.","Remote in Boston, MA"
409,"Data Analyst, Corporate Strategy, Planning & Analysis",Netflix,,"Performing data analysis and developing insightful dashboards, memos & presentations that summarize the data.We derive a significant competitive advantage from…","Los Gatos, CA+1 location"
410,Business Analyst,Embedded Systems Inc,From $25 an hour,"Perform data discovery, analysis and modeling.Gather and analyze data for potential business expansion.Influence stakeholders to support business projects.",Remote
411,Revenue Management Analyst - Data Insights,American Express Global Business Travel,,Ability to translate large amounts of data into clear actionable insights.Able to work with data at a detailed level while keeping an eye on the broader…,Remote
412,Data Analyst-Remote,TrueScripts Management Services,,"The Data Analyst at TrueScripts Management Services deals with health insurance claims data, client data, and member data on a daily transactional level.","Remote in Washington, IN 47501"
413,Data Intake - Junior Solution Analyst,Deloitte,,"As an Analyst, you will perform data intake services which may include digital evidence collection, data preservation and maintain chain of custody of physical…","Nashville, TN 37203 (The Gulch area)+1 location"
414,Business Analyst,Savvas Learning Company,,"You enjoy solving problems by breaking them into smaller pieces and sweating the details.You enjoy working across an organization with developers, product…",New York State
415,Digital Data Analyst (Remote),Cru,,"*Experience with data management*, specifically with validating and interpreting large volumes of data from multiple systems.","Remote in Orlando, FL 32832+1 location"
416,Jr. Business Data Analyst,RISK STRATEGIES COMPANY,,Understanding the data and workflow needs of the business and how to translate the data in order to meet those needs.Ability to operate in US time zones.,"Boston, MA 02110 (Central area)"
