,title,company,salary,description,location
200,Data Scientist,Archway Health,,Work closely with senior data scientists and data analysts to conduct and deliver healthcare data analyses.Work experience with commercial and Medicare medical…,"Boston, MA 02111 (Central area)"
201,Data Scientist - Analytics,Pandion,,"One must have strong experience with a variety of data mining/data analysis methods, data tools, building and implementing models, using/creating algorithms and…","Remote in San Antonio, TX"
202,Data Analyst,Kalibri Labs,,"Lead efforts to ensure that complete and accurate data is available for all “data users” – including internal databases, aggregate tables, Looker BI tool tables…",Remote
203,Quantitative Researcher,FDF Asset Management,,"Analyze large data sets to extract market behaviors and provide investment insights.Degree in a quantitative field such as computer science, financial…","Burlington, MA 01803"
204,Data Scientist,Gustaine,,"You will lead and drive programs in areas such as statistical algorithms for processing massive time series data, statistical risk modeling and development of…","Orange, CA"
205,Data Analyst,Disney Streaming,,"Familiarity with data exploration and data visualization tools like Tableau, Looker, Chartio, etc.Collaborating with finance, product, data engineering, data…","New York, NY"
206,Data Scientist .,Cilable,$45 - $50 an hour,".The Data Scientist will collaborate with stakeholders, subject matter experts, and data stewards to ensure data projects are accurate and fulfill business…","Remote in Richmond, VA"
207,Product Data Scientist,Current,,Develop data roadmaps for Product; collaborate with BI and Engineering groups to define and build new data infrastructure.401(k) plan with company matching.,"New York, NY 10011 (Chelsea area)"
208,Data Analyst,DonorSearch,"$55,000 - $60,000 a year",Working with engineering and data vendors to improve the accuracy of our data sources.Expert knowledge of data visualization software like Tableau.,Remote
209,Data Science/Analytics - New Graduate,ManTech International Corporation,,A passion for data/science analytics.Prior professional work experience related to data science/analytics.This will be dependent on the critical needs of the…,Remote
210,(Jr) Quantitative Analyst / Data Scientist,TrueChoice Solutions,,"Support the organization on all projects and tasks related to analytics, quantitative analyses and data science.Develop client-facing analytics dashboards.","Remote in Vienna, NY"
211,Data Analyst,Attunely,,"Work collaboratively with other members of the data science, engineering, sales and marketing teams to gather data, perform analysis, and provide insight to the…","Remote in Seattle, WA"
212,Data Scientist Junior Associate,Home Partners of America Inc,,"Maintain, troubleshoot, track, and constantly improve existing deployed data science models.0-2 years of experience in a technical role or analytics role …","Chicago, IL 60606 (West Loop Gate area)"
213,Data Scientist,Geocomp Corporation,,"Bachelor’s degree in engineering/data science or computer science and 3-5 years of related experience.Geocomp (a Sercel company) is looking for an experienced,…","Remote in Acton, MA 01720"
214,(Junior / Senior) Data Scientist - Sports Analytics,Zelus Analytics,"$75,000 - $150,000 a year","Assist with recruiting and outreach for the data science team, including building a diverse network of future candidates.","Remote in Austin, TX"
215,Data Scientist,Archway Health,,Work closely with senior data scientists and data analysts to conduct and deliver healthcare data analyses.Work experience with commercial and Medicare medical…,"Boston, MA 02111 (Central area)"
216,Data Scientist,Gustaine,,"You will lead and drive programs in areas such as statistical algorithms for processing massive time series data, statistical risk modeling and development of…","Orange, CA"
217,Data Scientist,Tubi,,Uncover insights to ensure data-driven decision making.Experience with product analytics and working with event level data.,"Remote in San Francisco, CA"
218,Head of Machine Learning,The Allen Institute for AI,,"You have significant expertise with machine learning and data science, with particular experience applying these to the biological domain, especially human…","Remote in Seattle, WA 98103"
219,Data Scientist,KAYAK,,"Masters or higher degree in statistics, data science, computer science, economics or any other quantitative field.Day off on your birthday.","Boston, MA"
220,Data Scientist,Koddi,,Provide thought leadership in applying innovative machine learning techniques to solve complex data science problems.WHAT SKILLS AND EXPERIENCE YOU BRING*.,Remote
221,Statistician/Data Scientist,CCS Fundraising,,"Working knowledge of Microsoft Excel, PowerPoint, and data visualization software (i.e., PowerBI or Tableau).Experience with databases and SQL.",Remote in United States
222,Machine Learning Scientist,"Flagship Pioneering, Inc.",,"Proficiency in Python and experience analyzing data with Numpy/Scipy, R, or similar.Develop novel machine learning models and algorithms for data-driven…","Cambridge, MA 02142 (Kendall Square area)"
223,Data Scientist,Plaxonic Technologies Inc.,"$90,000 - $120,000 a year","Work with business and assess data availability and data quality.Experience in collecting, analyzing and interpreting large data sets..","Irving, TX"
224,Data Engineer,FocusKPI Inc.,,"Develop tools to monitor, debug, and analyze data pipelines to ensure data quality and reliability.Have 3+ years of experience working with data warehouse/data…",Remote
225,Data Scientist ECA 80,The Maasai Group,,Must have a minimum of three years experience delivering training on data science projects to end users.Must have a minimum of five years of progressively…,"Remote in Washington, DC 20037"
226,Statistical Programmer,"TalentBurst, Inc",$40 - $55 an hour,Must support PST hours/Full time 40 hours/week.Completely remote position can work anywhere in the US - PST hours.Part-time - 20 hours per week to start.,Remote
227,Data Scientist,Rogo,,"Rogo is looking for data scientists to help our financial services clients uncover differentiated insights using data sources as varied as market data,…","New York, NY"
228,Data Analyst,Michaels,,Identify sales opportunities through data analysis.Improve access to and reliability of required source data.Experience with R or Python.,"Irving, TX 75063 (Freeport/Hackberry area)"
229,Data Scientist - remote,Kershner Trading,,A passion for analyzing large data sets.Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies.,"Remote in Austin, TX 78758"
230,Statistician/Data Scientist,CCS Fundraising,,"Working knowledge of Microsoft Excel, PowerPoint, and data visualization software (i.e., PowerBI or Tableau).Experience with databases and SQL.",Remote in United States
231,Data Scientist,Viasat,"$155,650 a year","As a member of our Media and Applications data science team, you'll work on the improving the customer experience on our mobile products through data.","Remote in Carlsbad, CA"
232,"Data Scientist, Educational Assessment",Carnegie Learning,"$85,000 - $95,000 a year","Preferred: Track record of academic publications in learning analytics, educational data science, and/or psychometrics.Pet and Legal services insurance.","Remote in Pittsburgh, PA 15219"
233,Associate Data Scientist (Remote),Adlucent,"$75,000 - $105,000 a year","Designs, develops, and runs A/B & multivariate tests for different data science solutions.Analyzes large quantities of data, creates data visualizations &…","Remote in Austin, TX 78723"
234,Part-Time Student-Data Engineering-Remote,John Deere,,"Experience working with Data Scientists and deploying and supporting data science models.Develop the next generation of data products that enable secure,…","Remote in Urbandale, IA"
235,Data Scientist,Telesign,,Ability to research and present to the team on latest technological and data science topics.Experience manipulating data in Spark.,"Remote in Marina del Rey, CA"
236,Data Visualization Analyst,edmentum,,Experience extracting data from data warehouses such as AWS Redshift a plus.Experience applying design and data visualization skills to increase speed from…,"Remote in Minneapolis, MN"
237,Data Scientist,Gustaine,,"You will lead and drive programs in areas such as statistical algorithms for processing massive time series data, statistical risk modeling and development of…","Orange, CA"
238,Data Scientist,PocketPills,,"5+ years of hands-on experience analyzing data at scale from inception to business impact.As a marketing data scientist, you'll be playing a key role in…","Remote in San Francisco, CA 94103"
239,Head of Machine Learning,The Allen Institute for AI,,"You have significant expertise with machine learning and data science, with particular experience applying these to the biological domain, especially human…","Remote in Seattle, WA 98103"
240,Data Scientists,T-Mobile,"$108,136 a year","Aid in data-driven decision making paired with forward-thinking business and industry trends.Gather, cleanse and analyze data, build mathematical models, and…","Remote in Bellevue, WA 98006"
241,Data Scientist,Pluribus Digital,,"Provide and support large-scale file manipulation, data modeling, data mapping, data testing, data quality, and documentation preparation.","Remote in Arlington County, VA"
242,Data Scientist,Emonics LLC,"$130,000 - $140,000 a year","Experience in working with pipelines and big data (e.g. Hive / Spark / Cosmos).Proficiency in Data Science workflow (ETL, EDA, Feature Engineering, DS Model…","Redmond, WA"
243,Data Scientist,Tegria,,"As a data science expert on the team, you are expected to have general knowledge across analytics, maintain deep expertise in data science, and be comfortable…",Remote
244,Dashboard Support/Data Scientist I,"HR Alignment Group, LLC","$90,000 - $115,000 a year",Combing through data sources and organizing in an appropriate fashion.Understands appropriate data sources required to monitor and analyze program performance.,"Washington, DC 20571 (Downtown area)"
245,Conversational AI Engineer/ Solutions Engineer (remote),TalentTECH,"$75,000 - $120,000 a year",This is a fully remote role so you can be based anywhere on the east coast.*.It is a very interesting role as the work will involve working closely with big…,"Remote in Denver, PA"
246,Senior Data Analyst,Response Labs,"$95,000 - $110,000 a year",Work with the team to develop and maintain complex data visualization dashboards in Tableau with multiple data sources.AFLAC short term disability available.,"Remote in Baltimore, MD 21224"
247,Data Scientist,Viasat,"$155,650 a year","As a member of our Media and Applications data science team, you'll work on the improving the customer experience on our mobile products through data.","Remote in Carlsbad, CA"
248,"Senior Scientist, Data Science",Invicro,,Provide influence on department strategy around data science and machine learning.Specific projects will include work in whole body PET/CT image processing…,"Needham, MA 02492"
249,AI Performance Engineer,Modular,,"You will perform exhaustive analysis of a model, its structure, flop & parameter count, activation volumes, data pre & post-processing, roofline analysis and…","Remote in San Francisco, CA 94103"
250,Machine Learning Engineer,Path Robotics,,"Collaborate with software and hardware teams to build data and model pipelines.You have an advanced degree in in computer science, mathematics, or related…","Columbus, OH 43212"
251,Data Science Rotational Program,Risk Solutions,,"Develop attributes, filtering logic and rules from raw data sources to support multiple machine learning approaches.","Alpharetta, GA 30005"
252,Data Scientist,Blizzard Entertainment,,"Strong technical skills with SQL, R/ Python for data analysis; demonstrated programming skills either in data science or software development settings a plus.","Irvine, CA 92618"
253,Data Scientist,Marquette Energy Analytics,,Prepare and present findings and analysis in reports and using data visualization.Marquette Energy Analytics leverages the power of data to help energy…,"Hybrid remote in Milwaukee, WI 53202"
254,Artificial Intelligence Scientist,Charles River Analytics,,"We are seeking scientists with demonstrated expertise in a one or more AI techniques across training and analysis applications, including: machine learning,…","Hybrid remote in Cambridge, MA"
255,Data Science Engineer,mroads,,"Proficiency in large data sets, Hadoop, data lakes, and cloud technologies.Large data sets, Hadoop, data lakes, and cloud technologies: 2 years (Preferred).",Remote
256,Data Scientist - Level I,Redhorse,,"Experience with integrated development environments, data integration, data visualization, data mining, and analysis tools.","Arlington, VA 22209 (North Rosslyn area)"
257,Data Scientist,Context Labs,,Candidates with degrees in environmental science or climate science with strong experience in data analysis would equally be considered.,"Cambridge, MA 02142 (East Cambridge area)"
258,Data Scientist,Karat,,Nurture data conversations within Karat by educating teammates about data science and machine learning.Experience with Python and related data science and…,"Seattle, WA"
259,Junior AI/ML Software Developer,Paradyme Management,,Bachelor’s degree in computer science or related field.Build and improve tools for users to understand and analyze large-scale data.,"Remote in Washington, DC"
260,Junior Data Scientist,Threat Tec LLC,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.,"Newport News, VA 23604"
261,Data Engineer,Swish Analytics,,Knowledge of data science and machine learning concepts.Experience with web scraping and cleaning unstructured data.Experience writing production level code.,"Remote in San Francisco, CA 94133"
262,Data Scientist,Radcube LLC,"$111,648 - $122,984 a year",The ideal candidate for this position will possess ability to perform both independent and team-based research and generate insights from large data sets with a…,Remote
263,Brain Imaging Data Analyst,Child Mind Institute,,"Data Analysts will become familiar with the processing of Magnetic Resonance Imaging data of the brain, the development of scientific software packages, data…","New York, NY 10022 (Midtown area)"
264,Data Scientist,PayPal,,"Regularly evaluate and communicate performance of data driven risk solutions to management.Design, develop and maintain data-driven solutions for PayPal…",Remote in Arizona
265,Data Scientist/ Marketing Analytics,Weee! Inc,,"Expert in data analysis, visualization, and communication.Proactively identify gaps and opportunities for marketing teams to automate processes and use data to…","Fremont, CA 94538 (Baylands area)"
266,Data Science Teacher,OTCFin,"$120,000 - $500,000 a year",O Previous teaching experience of data science courses.O 3+ years of professional data science experience building machine learning models Python and other…,"New York, NY 10004 (Financial District area)"
267,Data Scientist,"ShareThis, Inc",,"Excellent writing and presentation skills, including data visualization; experience collaborating with cross-functional teams and communicating technical…","Palo Alto, CA 94304"
268,Data Scientist,"Calhoun International, LLC",,"Employs data science techniques to support predictive analysis, social media and crowd-source data analytics, war gaming, and strategy development.","Honolulu, HI"
269,Part-Time Student-Data Analytics-Remote,John Deere,,Work with internal stakeholders to define data requirements.Experience structuring data to support analysis and applications.R and/or python experience.,"Remote in Moline, IL 61265"
270,Product Data Scientist,Current,,Develop data roadmaps for Product; collaborate with BI and Engineering groups to define and build new data infrastructure.401(k) plan with company matching.,"New York, NY 10011 (Chelsea area)"
271,Sports Statistician - Worldwide,Genius Sports,,Job type - Independent Contractor - paid per match covered.Clear and understandable spoken English.Good knowledge of the rules of sports with regards to the…,"New York, NY"
272,Quantitative Analyst,RiverTowns Group,"$120,000 - $130,000 a year","Our client, a major international bank has an opening for a Quantitative Analyst in its Chicago office.The current opening is for a Quantitative Services Sr…","Chicago, IL 60603 (The Loop area)"
273,Vitria Data Scientist,Vitria Technology,,Proven data science or data analysis experience.Experience analysis time-series data.Detect and correlate anomalies across disparate time-series data.,"Remote in Menlo Park, CA 94025"
274,Data Scientist,Koddi,,Provide thought leadership in applying innovative machine learning techniques to solve complex data science problems.WHAT SKILLS AND EXPERIENCE YOU BRING*.,Remote
275,"Product Insights Manager, Music Promotion",Spotify,,"You are user-centric and data-informed.Ideally, some of these years have been in marketing sciences or advertising spaces.","Remote in New York, NY"
276,"Data Scientist, Human Factors and User Research",Takeda Pharmaceutical,,Integrate data science methods to support user insights gathering.Expertise in data automation and coding for data manipulation is required.,"Hybrid remote in Lexington, MA"
277,Data Scientist - remote,Kershner Trading,,A passion for analyzing large data sets.Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies.,"Remote in Austin, TX 78758"
278,Data Scientist,Archway Health,,Work closely with senior data scientists and data analysts to conduct and deliver healthcare data analyses.Work experience with commercial and Medicare medical…,"Boston, MA 02111 (Central area)"
279,Data Scientist - US Remote,Experian,,"Strong knowledge of statistical analysis software / data analysis experience including data manipulation, including experience in Python and Spark.","Remote in Costa Mesa, CA 92626"
280,Data Scientist,Plaxonic Technologies Inc.,"$90,000 - $120,000 a year","Work with business and assess data availability and data quality.Experience in collecting, analyzing and interpreting large data sets..","Irving, TX"
281,Machine Learning Engineer,Pison,,Pison leverages our patented electroneurography (ENG) platform to translate data generated from our body's natural physiological electricity stemming at the…,"Boston, MA"
282,Research Data Scientist,George Washington University,,Experience developing web-based tools for interactive data visualizations.Create interactive data visualizations that convey important results from…,"Foggy Bottom, DC 20037 (Foggy Bottom area)"
283,Market Research Analyst,CivicScience,,"Bachelor’s degree in business, market research, data science, statistics, or social sciences.Capable thinker who is comfortable analyzing data and writing…",Remote
284,Data Engineer,J2 Solutions,,"Demonstrated experience with data warehouses or data lakes and relational databases.Build scalable, automated data pipelines using Dataprep (training is…",Remote in Pennsylvania
285,Product Analyst - Intelligence,Klaviyo,,You have worked in an analytics or data science role for 3+ years professionally.The company's hybrid customer-data and marketing-platform model allows…,"Remote in Boston, MA"
286,Data Scientist - Equinox Fitness Clubs,EQUINOX,,Proficiency in understanding business problems and translating those to data science problems.Excellent critical thinking skills to help transform data into…,"New York, NY"
287,Data Scientist,US Federal Energy Regulatory Commission,"$61,947 - $97,430 a year","Assessing the effectiveness and accuracy of assigned data sources and data gathering techniques, and recommending relevant process changes.","Washington, DC 20426 (NoMa area)"
288,Data Science Engineer,mroads,,"Proficiency in large data sets, Hadoop, data lakes, and cloud technologies.Large data sets, Hadoop, data lakes, and cloud technologies: 2 years (Preferred).",Remote
289,Jr. Data Scientist,Insight Global,$35 - $39 an hour,"1 – 2 years of experience as a Data Scientist through Internships, entry level role, apprenticeships, etc.1 – 2 years of hands on experience with tools such as…","Remote in Seattle, WA"
290,Data Scientist I,GovStrive LLC,,"Support the collection, preparation, and management of client data and publicly available datasets such as the Federal Employee.","Remote in Atlanta, GA 30309"
291,Computer Vision Engineer,Affectiva,,"Introductory-level experience using deep learning frameworks (e.g. TensorFlow/Keras, PyTorch) and data science libraries.Experience in the automotive industry.","Remote in Boston, MA"
292,Quantitative Research Analyst,Activision,,BA/BS in quantitative discipline such as data science or computer science.You will be responsible for delivering advanced data science analyses within the…,"New York, NY 10065 (Upper East Side area)"
293,Data Scientist,PayPal,,"Regularly evaluate and communicate performance of data driven risk solutions to management.Design, develop and maintain data-driven solutions for PayPal…",Remote in Arizona
294,Data Scientist,CloudBig Technology,"$77,604 - $90,988 a year",Present information using data visualization techniques.Undertake preprocessing of structured and unstructured data.Combine models through ensemble modeling.,Remote
295,Climate Center Analyst,Lazard Ltd.,,Performing data-driven statistical and econometrics analysis.Pricing the valuation discount rate for firms based on greenhouse gas emissions.,"New York, NY"
296,Data Scientist,Azimuth Corporation,,Experience managing data bases or maintaining large structured and unstructured data sets.Combines empirical or quantitative methods with data analysis for…,"Arlington, VA 22202 (Aurora Highlands area)"
297,Data Scientist,Capture Higher Ed,,Comfortable leading discussions with Higher Education Institutional leadership about strategic use of data science and predictive modeling.,"Remote in Louisville, KY 40206"
298,Data Scientist,Binga,"$76,046 - $85,936 a year","3+ years’ experience as data scientist, data analyst or data engineer.Building tools to automate data collection.Job Types: Part-time, Full-time.","Remote in Dallas, TX"
299,Data Scientist,Expedite Technology Solutions,"$120,000 - $130,000 a year","Pull data to develop robust scalable reporting solutions for analytics readout and insights.Experience with data visualization tools such as Data Studio,…","Austin, TX"
300,"Data Scientist, Human Factors and User Research",Takeda Pharmaceutical,,Integrate data science methods to support user insights gathering.Expertise in data automation and coding for data manipulation is required.,"Hybrid remote in Lexington, MA"
301,Data Scientist,Conduent,"$82,000 - $86,715 a year","Knowledge of data warehouse, data lake and BI Solutions.Work in a team of 3-8 under the mentorship of seasoned data architects and data scientists with deep…",Remote
302,Data Scientist,Lacework,,This individual would be a leader in the definition and development of the data science & data engineering ecosystem at Lacework and be an integral part of…,"Remote in San Jose, CA"
303,Data Scientist,Intuitive Cloud,$80 - $100 an hour,Data analytic and transform raw data.Be able to Curate the market data and use it like python library.Financial sql snowflake dbt at the transform layer.,Remote
304,Business Analyst (limited 1 year term),REI,"$47,500 - $97,500 a year","Ability to analyze data across multiple data sets, interpret data into insights, and develop actionable recommendations.Bring your passion and expertise.","Remote in Seattle, WA"
305,Data Scientist - Equinox Fitness Clubs,EQUINOX,,Proficiency in understanding business problems and translating those to data science problems.Excellent critical thinking skills to help transform data into…,"New York, NY"
306,Data Scientist/ Marketing Analytics,Weee! Inc,,"Expert in data analysis, visualization, and communication.Proactively identify gaps and opportunities for marketing teams to automate processes and use data to…","Fremont, CA 94538 (Baylands area)"
307,Machine Learning Engineer,Weee! Inc,,"MS or equivalent experience in a quantitative field such as computer or data science, math, statistics, or physics.","Fremont, CA 94538 (Baylands area)"
308,Machine Learning Scientist,Strong Analytics,,"This role thus requires a deep expertise in applying data science and machine learning to real-world problems where data must be gathered, transformed, cleaned,…",Remote
309,Data Scientist,Salesforce,,"Render results of data analyses through advanced visualization and tabular reports.Contribute to the implementation of models, experiments and metrics that…",Remote in California
310,Data Analyst - Drone team,MassAutonomy,$35 - $50 an hour,Description MassDOT Drone Program is seeking a data analyst to help turn drone sensor data into actionable information in support of the FHWA AID Grant for Mass…,"Boston, MA 02134 (Allston area)"
311,Data Scientist - remote,Kershner Trading,,A passion for analyzing large data sets.Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies.,"Remote in Austin, TX 78758"
312,Data Science Rotational Program,Risk Solutions,,"Develop attributes, filtering logic and rules from raw data sources to support multiple machine learning approaches.","Alpharetta, GA 30005"
313,"Data Scientist, RegLab",Stanford University,,Lead the implementation of data standards and common data elements for data collection.Lead the collection of new data and the refinement of existing data…,"Stanford, CA"
314,Data Scientist,"Project Support Services, Inc.",,Experience managing data bases or maintaining large structured and unstructured data sets.Combines empirical or quantitative methods with data analysis for…,"Arlington, VA 22202 (Aurora Highlands area)"
315,Summer 2022 Data Science Industry Club Fellowship,Boys & Girls Clubs of Southeastern Michigan,"$116,100 a year",Successful candidates should have a healthy interest in science and math to join the BGCSM Industry Club—the leading program developing the next generation of…,"Detroit, MI 48204 (Petosky-Otsego area)"
316,Data Analyst,TrueNorth,,Develop data expertise and own data quality across a number of high-visibility business areas.Build dashboards for self-service data consumption.,"Remote in Seattle, WA"
317,Data Engineer,Aptos,,"This includes ingesting data from different data sources and creating aggregate views.As of first data engineer, you will be in charge of the entire data…","Remote in San Francisco, CA 94127"
318,Quantitative Researcher,Arrowstreet Capital,,Participating in data architecture decision-making to support the Research data platform.Experience analyzing large data sets.,"Boston, MA"
319,Data Scientist,Telesign,,Ability to research and present to the team on latest technological and data science topics.Experience manipulating data in Spark.,"Remote in Marina del Rey, CA"
320,Senior Analyst (Remote),Nielsen,,"3-4 years of work experience in an analytics, data science, quantitative consulting or product/program management role and Bachelor’s degree.",Remote in United States
321,Data Science Teacher,OTCFin,"$120,000 - $500,000 a year",O Previous teaching experience of data science courses.O 3+ years of professional data science experience building machine learning models Python and other…,"New York, NY 10004 (Financial District area)"
322,Data Engineer,EveryDay Labs,,"Uniting behavioral science, data science, and family engagement, EveryDay Labs personalized interventions are proven to reduce chronic absenteeism by 10-15%.",Remote
323,Data Scientist,Radcube LLC,"$111,648 - $122,984 a year",The ideal candidate for this position will possess ability to perform both independent and team-based research and generate insights from large data sets with a…,Remote
324,Data Science Analyst,University of Michigan,,"Reviews business requests for data and data usage, researches data sources for new and better data feeds.Maintain fluency in existing and emerging data science…","Ann Arbor, MI 48109"
325,Climate Center Analyst,Lazard Ltd.,,Performing data-driven statistical and econometrics analysis.Pricing the valuation discount rate for firms based on greenhouse gas emissions.,"New York, NY"
326,"Associate Data Scientist, Sustainability",Indigo,,"Strong data manipulation and munging skills.The data will span transactional data, web analytics, as well as a rich set of open and proprietary agronomic and…",Remote in United States
327,Data Analyst,FocusKPI Inc.,,"Extract actionable insights through analyzing large, complex, multi-dimensional customer behavior data sets.Develop a 360 degree perspective on the data needs…","San Francisco, CA"
328,Junior Data Strategy Analyst (JDSA)*,National Capitol Contracting (NCC),,"Analyze and streamline the processes and technology for using data to manage ship maintenance operations, and draw valuable insights from data through data…","Puget Sound, WA"
329,Data Scientist,Archway Health,,Work closely with senior data scientists and data analysts to conduct and deliver healthcare data analyses.Work experience with commercial and Medicare medical…,"Boston, MA 02111 (Central area)"
330,Junior Data Scientist,Soothsayer Analytics,,"Collaborate with other engineers, data scientists.Mine data to prototype models for targeting and personalizatio.Working Hours : Full Time(W2).","Livonia, MI"
331,Digital Analyst,Boston Globe Media Partners,,"Ensure ongoing data quality and help identify and investigate any potential data issues.Reporting includes web, mobile apps and competitive data.","Remote in Boston, MA"
332,Staff Data Scientist - Remote,"2ReoSons Management, LLC","$144,000 - $185,000 a year",Responsible for Mining and Analyzing data pertaining to customer’s business experience.Do you have experience working with insurance data or building insurance…,Remote
333,"Data Analyst, Monetization",TikTok,,"Industry experience in risk analytics and/or internet data science is strongly preferred.Lead data-driven projects from definition to execution, from gathering…","New York, NY 10017 (Midtown area)"
334,Senior Analyst (Remote),Nielsen,,"3-4 years of work experience in an analytics, data science, quantitative consulting or product/program management role and Bachelor’s degree.",Remote in United States
335,Mindanao (Davao City area) Data MIning in the PHILIPPINES,AquaWarks LLC,,"Looking for Filipino worker(s) for data mining, pre provided lists for projects in the USA.Pay is for 8 hours although working only actually 7 hours, so a paid…",United States
336,Entry Level Data Scientist,I28 Technologies,"$50,000 - $55,000 a year","Knowledge with data wrangling tools such as Alteryx and Excel.R is good to have.Knowledge in visualization tools such as Power BI, Tableau, Qlikview, Spotfire…","Iselin, NJ 08830"
337,Data Scientist,Mercy,,"Have a strong knowledge of electronic medical record data, clinical data, claims data, or financial data.The candidate should demonstrate expertise with data…","Remote in Chesterfield, MO 63017"
338,Part-Time Student-Data Analytics-Remote,John Deere,,Work with internal stakeholders to define data requirements.Experience structuring data to support analysis and applications.R and/or python experience.,"Remote in Moline, IL 61265"
339,Data Analyst,GALY,,"We seek a data collector to dive in data science, who will ensure that collected data is relevant and exhaustive while interpreting the analytics results.","Boston, MA"
340,Data Scientist,Huntington Bank,,"As we advance our data science and analytics capabilities, we need experts in machine learning, big data processing, large scale computing, who have a passion…","Columbus, OH"
341,Statistical Programmer I,PharPoint Research Inc.,,"Provide statistical programming support in the project specific programming of statistical tables, listings, figures, and analysis datasets for clinical trials…",United States
342,"Data Scientist, Predictive Analytics Modeling (R-12396)",Dun & Bradstreet,,"Strong programming skills with the ability conduct research utilizing Python, PySpark and other tools to manipulate data and conduct statistical analysis.",Remote
343,Data Scientist,AMP-Partners,,"And you want to grow your data science chops through richer data, the latest technology, advanced data science methods, and the exposure to engineering…","Hybrid remote in Irving, TX"
344,Data Scientist,Lacework,,This individual would be a leader in the definition and development of the data science & data engineering ecosystem at Lacework and be an integral part of…,"Remote in San Jose, CA"
345,"Sr. Data Analyst, Marketing",Clari,,Strong working knowledge of SFDC data and Tableau.Proactively explore data and find opportunities to help accelerate pipeline generation and revenue through…,"Remote in San Francisco Bay Area, CA"
346,Statistician,Totally Joined For Achieving Collab,,"Assists with developing testing procedures and data collection necessary to execute project goals.Assists with acquiring, analyzing, and evaluating data…",Hybrid remote in United States
347,Machine Learning Engineer,Glimpse.ai,,"We currently sell a product that generates content based on user input using large transformer networks.Our customers love the product, the content looks and…","Remote in Baltimore, MD 21231"
348,Data Scientist - Remote Opportunity,Vaco,"$140,000 - $155,000 a year",Data Scientist 2 Work with the CTO and VP of Engineering to help normalize our data/ETL pipeline for analysis and reporting.Retirement plan with company match.,Remote
349,Data Scientist (All Levels),Convoy,,"You will be responsible for defining core business logic in our data warehouse, developing insights to drive product decisions, and building data science models…","Seattle, WA 98101 (Downtown area)"
350,Data Scientist,"Signature Science, LLC",,"Performs data analytics, specifically data clean-up, data processing, predictive modeling, chemometric statistical modeling and analysis, multivariate data…",New Jersey
351,Data Science Engineer,Nlb Tech,From $60 an hour,"Translate complex data science concepts to business understandable insights.Strong understanding of data science algorithms including classification,…","Denver, CO"
352,Data Scientist,Expression Networks,,"3+ years' experience using Python language and libraries for data science.You will be responsible for creating ETL pipelines, cleansing and standardizing data,…","Washington, DC"
353,Machine Learning Scientist II,Tripadvisor,,"Solid foundation in data structures and algorithms.Lead projects from concept to implementation: data exploration, modeling, productizing & support deployment…","Needham, MA 02494"
354,AI Model Developer Junior,IBM,,"Familiarity with data structures, algorithms, storage systems, and other technical tools.To think along with clients and sell.","Alexandria, VA 22301 (Potomac West area)"
355,Data Analyst - Drone team,MassAutonomy,$35 - $50 an hour,Description MassDOT Drone Program is seeking a data analyst to help turn drone sensor data into actionable information in support of the FHWA AID Grant for Mass…,"Boston, MA 02134 (Allston area)"
356,Analytics Analyst,KANTAR,,"Deliver Analytics solutions by running statistical analysis techniques on market research survey data, media data and behavioural data including:","Warwick, RI"
357,QR Rates Data Analytics Associate in NYC,"JPMorgan Chase Bank, N.A.",,"Develop data-driven decision making analytics with demonstrable impact.Develop and maintain models, methodologies and infrastructure to provide quantitative…","New York, NY"
358,Data Science Associate,Shareablee,,"Bonus points for some specialization or expertise in a particular aspect of data science e.g. NLP, Neural Networks, Computer Vision or even visualization.","New York, NY 10036"
359,Entry Level Data Scientist,I28 Technologies,"$50,000 - $55,000 a year","Knowledge with data wrangling tools such as Alteryx and Excel.R is good to have.Knowledge in visualization tools such as Power BI, Tableau, Qlikview, Spotfire…","Iselin, NJ 08830"
360,Data Scientist,"CLIFFORD W. BEERS GUIDANCE CLINIC, INC.",,"Inform and create data sharing standards, including file formats, templates, and other technical requirements, to build the infrastructure for optimal…","New Haven, CT 06511 (Newhallville area)"
361,Junior Data Scientist-Remote,Sabre Systems Inc.,,Prepare data for use in predictive and prescriptive modeling (data cleansing).Leverage large volumes of data to answer challenges.Must be an US Citizen.,Remote
362,"Data Scientist, Predictive Analytics Modeling (R-12396)",Dun & Bradstreet,,"Strong programming skills with the ability conduct research utilizing Python, PySpark and other tools to manipulate data and conduct statistical analysis.",Remote
363,Jr. Data Scientist,Insight Global,$35 - $39 an hour,"1 – 2 years of experience as a Data Scientist through Internships, entry level role, apprenticeships, etc.1 – 2 years of hands on experience with tools such as…","Remote in Seattle, WA"
364,Informational And Statistical Analyst,Michigan State University,"$46,749 - $58,436 a year",Expanding the Flint Registry’s ability to disseminate data and information by supporting data and informatics activities.Creating reports and data summaries.,"Flint, MI 48502"
365,Data Scientist (All Levels),Convoy,,"You will be responsible for defining core business logic in our data warehouse, developing insights to drive product decisions, and building data science models…","Seattle, WA 98101 (Downtown area)"
